"TreeNum"	"RecordNum"	"Response"	"Elevation"	"Easting"	"Northing"	"ElevCat"	"IndEdge15M"	"IndDBHIn"	"DeadDist"	"DeadDistInd"	"PropJP25"	"NeighQMD25"	"NeighSDIAlt25"	"NeighBSA25"	"BSADead25"	"BSADeadInd25"	"PropJP5"	"NeighQMD5"	"NeighSDIAlt5"	"NeighBSA5"	"BSADead5"	"BSADeadInd5"	"PropJP1"	"NeighQMD1"	"NeighSDIAlt1"	"NeighBSA1"	"BSADead1"	"BSADeadInd1"	"PropJP15"	"NeighQMD15"	"NeighSDIAlt15"	"NeighBSA15"	"BSADead15"	"BSADeadInd15"	"TreesPClus"	"BAPClus"	"NeighBSA9125"	"NeighBSA915"	"NeighBSA911"	"NeighBSA9115"
3664	16602	0	2193	766111.9074	4334277.643	2	0	15	26.9048888	1	0.545454545	21.00108222	66.99999335	52.920162	0	0	0.490196078	18.7559141	128.0746842	97.850214	0	0	0.5125	18.66120324	198.3228805	150.044994	0.441774	1	0.578512397	19.53799717	319.1450086	249.836832	0.441774	1	1	0.441774	52.920162	97.850214	150.486768	250.278606
3667	16605	0	2198	766120.3361	4334287.384	3	0	28	15.69813541	1	0.65625	20.73877466	93.59182565	72.718182	0.441774	1	0.6	19.90315536	165.9282163	127.470888	0.441774	1	0.572727273	18.0658835	262.5380381	194.02605	0.441774	1	0.604938272	17.92494902	378.5006383	276.877764	1.93617	1	1	0.441774	73.159956	127.912662	194.467824	278.813934
3668	16606	0	2204	766143.1309	4334296.038	3	0	24	9.497655094	1	0.648648649	20.14116845	106.3487999	79.650216	0.441774	1	0.725	18.05978527	190.7542359	136.971756	1.668924	1	0.751269036	17.11603194	434.3101445	308.374614	1.93617	1	0.732600733	16.73097877	579.3903552	410.6862	1.93617	1	1	0.441774	80.09199	138.64068	310.310784	412.62237
3669	16607	0	2204	766149.3704	4334295.593	3	0	21	14.66938101	1	0.652173913	18.48402258	113.7884027	81.989982	0.883548	1	0.741573034	17.96734764	209.9989122	151.419402	1.668924	1	0.778894472	17.30792023	445.6790151	318.59541	1.93617	1	0.76056338	17.05003142	622.4917778	443.939238	1.93617	1	1	0.441774	82.87353	153.088326	320.53158	445.875408
3670	16608	0	2198	766132.8197	4334290.218	3	0	41	3.008568133	1	0.742857143	20.6411924	104.6765179	79.006644	0.441774	1	0.647058824	18.88100997	175.9543821	130.26879	0.441774	1	0.625899281	17.85268939	321.0120226	234.669258	1.93617	1	0.692982456	17.34883693	508.2043075	367.70868	1.93617	1	1	0.441774	79.448418	130.710564	236.605428	369.64485
3671	16609	0	2198	766141.1388	4334292.106	3	0	25	5.730372504	1	0.612903226	20.39934639	90.62221045	68.087736	0.441774	1	0.661971831	18.19579502	172.1800412	124.59663	0.883548	1	0.716666667	16.99565452	388.4445415	277.270452	1.93617	1	0.720930233	17.2721386	573.9214878	413.27685	1.93617	1	1	0.441774	68.52951	125.480178	279.206622	415.21302
3672	16610	0	2198	766127.0321	4334287.828	3	0	20	9.045484136	1	0.705882353	20.50424937	98.34253811	75.668796	0.441774	1	0.582089552	18.85631475	171.1044083	127.989018	0.441774	1	0.572727273	18.35556062	269.1396604	200.29815	0.441774	1	0.641025641	17.56200683	441.3452541	321.289686	1.93617	1	1	0.441774	76.11057	128.430792	200.739924	323.225856
3673	16611	0	2198	766142.7949	4334285.335	3	0	11	8.379554027	1	0.461538462	18.8255146	65.6104252	48.32244	0.441774	1	0.58490566	18.86082631	136.7638146	100.888092	0.441774	1	0.65248227	18.67611045	352.1465873	262.522836	1.668924	1	0.714876033	17.62804298	553.3466329	403.366932	1.93617	1	1	0.441774	48.764214	101.329866	264.19176	405.303102
3674	16612	0	2198	766143.6812	4334281.472	3	0	17	11.58255169	1	0.458333333	17.7935015	54.09911428	39.716028	0.441774	1	0.444444444	17.44587317	121.3914527	87.978474	0.441774	1	0.611111111	18.93452215	322.6579743	242.463024	0.883548	1	0.700892857	17.85815322	521.5877229	382.658094	1.93617	1	1	0.441774	40.157802	88.420248	243.346572	384.594264
3675	16613	0	2198	766123.1708	4334285.598	3	0	19	13.38441205	1	0.666666667	21.34769631	92.3069176	72.080064	0.441774	1	0.587301587	19.72390068	171.9184634	131.55048	0.441774	1	0.560747664	17.87113199	250.6317665	184.639716	0.441774	1	0.591463415	18.0097196	385.1259389	283.040784	1.93617	1	1	0.441774	72.521838	131.992254	185.08149	284.976954
3676	16614	0	2198	766122.2476	4334284.633	3	0	29	14.58527946	1	0.64516129	20.96107504	92.40197449	71.889174	0.441774	1	0.587301587	19.72390068	171.9184634	131.55048	0.441774	1	0.560747664	17.8470969	250.0128122	184.143402	0.441774	1	0.594936709	18.0753409	377.3396794	277.979472	0.883548	1	1	0.441774	72.330948	131.992254	184.585176	278.86302
3678	16616	0	2198	766120.6885	4334286.216	3	0	20	15.59054351	1	0.636363636	20.46109112	94.29079709	73.067238	0.441774	1	0.573770492	19.75812069	166.502479	127.749042	0.441774	1	0.568807339	17.93351921	257.015372	189.439236	0.441774	1	0.60130719	18.02045621	366.6130113	269.20944	0.441774	1	1	0.441774	73.509012	128.190816	189.88101	269.651214
3682	16620	0	2193	766111.6318	4334282.99	2	0	12	25.17577135	1	0.62962963	20.84954924	82.00069245	64.013598	0	0	0.538461538	19.84251723	140.4632304	109.51632	0.441774	1	0.544444444	18.48868467	221.1531907	165.927042	0.441774	1	0.62962963	19.35007424	353.1644279	273.643542	0.441774	1	1	0.441774	64.013598	109.958094	166.368816	274.085316
3693	16631	0	2202	766176.5992	4334279.282	3	0	43	37.5327682	1	0.810810811	20.40270252	108.8030444	84.002508	0	0	0.821782178	17.11868876	224.4756678	161.427492	0	0	0.79638009	16.30034838	457.9604724	320.25888	0	0	0.804154303	15.66165461	650.6276967	446.824404	1.019898	1	3	1.494396	84.002508	161.427492	320.25888	447.844302
3694	16632	0	2209	766175.9047	4334301.523	3	0	22	21.34064358	1	0.886075949	16.45630963	169.2145188	116.682876	0	0	0.857142857	16.31465599	261.2052815	181.460034	0.441774	1	0.790794979	15.21582027	439.7296817	298.001106	1.494396	1	0.818965517	15.13188148	636.9882361	429.595218	1.93617	1	3	1.494396	116.682876	181.901808	299.495502	431.531388
3695	16634	0	2202	766177.2962	4334284.112	3	0	25	33.93195333	1	0.849056604	19.06146958	140.4443762	105.027678	0	0	0.824561404	16.70618123	243.6670672	173.529918	0	0	0.778761062	15.89577163	447.4910806	310.070808	0.441774	1	0.793510324	15.59431418	646.7749171	442.990242	2.001618	1	3	1.494396	105.027678	173.529918	310.512582	444.99186
3696	16635	0	2206	766185.8294	4334287.246	3	0	8	32.15282714	1	0.791208791	15.94943934	180.5121713	126.254646	0	0	0.80952381	15.29728089	273.4104852	187.612146	0	0	0.84	15.55025671	476.4884824	327.070926	0.332694	1	0.846153846	15.04646543	661.4047951	445.749966	0.774468	1	1	0.13635	126.254646	187.612146	327.40362	446.524434
3697	16636	0	2206	766198.3003	4334285.418	3	0	6	19.61850266	1	0.782608696	12.9608105	168.5016535	105.360372	0	0	0.841836735	14.21230772	323.8190784	213.720444	0.332694	1	0.880701754	15.01200933	516.0192988	347.839758	0.332694	1	0.892183288	15.21214035	688.7250807	465.71706	0.332694	1	1	0.13635	105.360372	214.053138	348.172452	466.049754
3698	16637	0	2206	766192.2851	4334283.131	3	0	10	25.7167732	1	0.757009346	14.00133505	173.8284226	114.403104	0	0	0.835294118	15.40950814	319.8594098	220.161618	0	0	0.868613139	15.24903565	507.4117302	344.960046	0.332694	1	0.878453039	15.23118147	673.4336745	455.496264	0.332694	1	1	0.13635	114.403104	220.161618	345.29274	455.828958
3701	16640	0	2196	766168.4071	4334254.382	3	0	25	48.2598628	1	0.5	21.48587576	43.83526679	35.249202	0	0	0.647058824	19.79676147	93.66343897	72.67455	0	0	0.740384615	19.15498529	275.4625129	208.119186	0	0	0.760416667	17.45858194	441.4071741	319.178988	0	0	1	0.441774	35.249202	72.67455	208.119186	319.178988
3702	16641	0	2196	766165.5604	4334256.859	3	0	17	44.51265653	1	0.466666667	21.43983831	46.25812038	37.60533	0	0	0.566666667	21.67333231	94.74317149	76.857768	0	0	0.696078431	18.83649982	261.8891945	197.385714	0	0	0.744791667	17.65541112	448.7653305	326.416446	0	0	1	0.441774	37.60533	76.857768	197.385714	326.416446
3703	16642	0	2196	766164.0614	4334262.771	3	0	37	39.21507603	1	0.461538462	22.27451113	42.52413306	35.1783	0	0	0.607142857	23.32840084	100.8548305	83.108052	0	0	0.67826087	17.92156825	271.6732241	201.448944	0	0	0.714953271	17.27599762	479.529482	346.721688	0.441774	1	1	0.441774	35.1783	83.108052	201.448944	347.163462
3705	16644	0	2198	766146.9629	4334283.032	3	0	21	13.1312013	1	0.454545455	18.83386009	54.62182283	40.626846	0.441774	1	0.52	18.76764476	126.4907195	94.130586	0.441774	1	0.666666667	18.62905437	366.3897859	272.558196	1.668924	1	0.721311475	17.41909871	548.4614586	397.171188	1.93617	1	1	0.441774	41.06862	94.57236	274.22712	399.107358
3706	16645	0	2202	766170.3729	4334283.676	3	0	37	30.67105786	1	0.896551724	21.05739284	90.54885632	70.132986	0	0	0.831325301	18.42111151	208.8029546	153.61191	0	0	0.751173709	16.23932387	434.5308011	303.482376	0.883548	1	0.760655738	16	604.8861951	420.263424	1.93617	1	3	1.494396	70.132986	153.61191	304.365924	422.199594
3707	16646	0	2202	766165.4297	4334291.78	3	0	18	21.23761859	1	0.818181818	19.93056127	126.5934717	95.325012	0	0	0.811320755	17.30675618	241.7939957	171.5283	0.441774	1	0.76097561	16.39484812	421.3732487	294.663258	1.93617	1	0.759493671	15.87137804	617.5082215	428.646222	1.93617	1	3	1.494396	95.325012	171.970074	296.599428	430.582392
3708	16647	0	2209	766159.3317	4334298.603	3	0	31	12.85822326	1	0.766666667	16.83921976	131.8722407	91.24542	0.441774	1	0.777777778	16.71405544	250.2286731	173.693538	1.668924	1	0.802884615	16.59302358	438.6759685	306.334818	1.93617	1	0.78343949	16.19717219	636.1087948	443.562912	1.93617	1	3	1.494396	91.687194	175.362462	308.270988	445.499082
3709	16648	0	2202	766168.6758	4334291.582	3	0	35	22.90627921	1	0.893617021	19.53338659	130.6372974	97.806582	0	0	0.814159292	16.9117985	248.7350245	174.707982	0.441774	1	0.767123288	16.09807902	439.4129255	305.293104	1.668924	1	0.774294671	15.88870019	623.8074306	433.712988	1.93617	1	3	1.494396	97.806582	175.149756	306.962028	435.649158
3710	16649	0	2202	766172.8132	4334285.896	3	0	23	29.91692917	1	0.904761905	19.30642627	113.8892497	85.38237	0	0	0.864583333	17.75997372	227.806656	165.14712	0	0	0.771689498	15.94687281	435.0587037	302.358852	0.441774	1	0.778481013	15.83518883	616.2021218	426.69369	1.93617	1	3	1.494396	85.38237	165.14712	302.800626	428.62986
3711	16650	0	2202	766173.3043	4334285.808	3	0	30	30.25493528	1	0.906976744	19.23477955	116.0072162	86.767686	0	0	0.865979381	17.64454298	227.5260937	164.705346	0	0	0.775784753	15.93652951	442.429893	307.507428	0.441774	1	0.781931464	15.80669906	624.5713834	431.973162	1.93617	1	3	1.494396	86.767686	164.705346	307.949202	433.909332
3712	16651	0	2209	766160.5414	4334305.193	3	0	8	7.049849201	1	0.759493671	15.93574761	157.3255171	106.647516	1.22715	1	0.815384615	16.05453305	260.9947542	178.531236	1.494396	1	0.816964286	16.51707106	469.2339335	327.343626	1.93617	1	0.834375	16.14178815	643.2968864	446.21901	2.64519	1	3	1.494396	107.874666	180.025632	329.279796	448.8642
3713	16652	0	2209	766161.6206	4334304.421	3	0	20	8.285069134	1	0.756410256	15.864973	154.0974489	104.329566	1.22715	1	0.809160305	16.18448331	266.6222963	182.861712	1.494396	1	0.814977974	16.49106294	474.4893098	330.763284	1.93617	1	0.82278481	16.04258446	628.7118877	435.136482	2.64519	1	3	1.494396	105.556716	184.356108	332.699454	437.781672
3714	16653	0	2209	766163.5256	4334304.091	3	0	13	9.739757264	1	0.763157895	15.8391919	151.5048856	102.622464	0.441774	1	0.796875	16.26972649	262.5625291	180.461952	1.494396	1	0.816964286	16.42697338	466.1038434	323.782164	1.93617	1	0.808176101	15.76784703	615.0326532	423.072234	2.64519	1	3	1.494396	103.064238	181.956348	325.718334	425.717424
3715	16654	0	2209	766168.45	4334303.236	3	0	14	14.04683772	1	0.831168831	15.86704629	153.7133891	104.356836	0.441774	1	0.811023622	16.66325298	271.5004993	189.297432	1.22715	1	0.827433628	15.77145329	441.3756991	301.16988	1.93617	1	0.800595238	15.58826404	641.8745781	439.995996	1.93617	1	3	1.494396	104.79861	190.524582	303.10605	441.932166
3716	16655	0	2209	766173.9335	4334301.676	3	0	22	19.53033536	1	0.886075949	16.38963859	168.087349	115.739334	0	0	0.832	16.55806012	266.1443438	185.419638	0.441774	1	0.790123457	15.16478926	444.5141859	301.022622	1.494396	1	0.807121662	15.23519318	622.0763026	421.556022	1.93617	1	3	1.494396	115.739334	185.861412	302.517018	423.492192
3717	16656	0	2200	766203.4749	4334263.922	3	0	13	25.72495706	1	0.936170213	15.51937704	183.3618155	123.47856	0	0	0.910714286	15.07323392	310.2145432	208.17918	0	0	0.897610922	14.41684296	498.5505519	329.874282	0.332694	1	0.910941476	14.49834632	673.1660046	448.258806	0.332694	1	1	0.13635	123.47856	208.17918	330.206976	448.5915
3718	16657	0	2206	766206.141	4334272.025	3	0	7	17.67865628	1	0.8515625	13.84475227	204.4878393	132.766722	0.13635	1	0.874371859	14.16907288	332.1033672	216.801954	0.13635	1	0.895424837	14.7879752	544.1413384	362.58192	0.332694	1	0.911111111	14.45116702	689.5552313	459.014094	0.332694	1	1	0.13635	132.903072	216.938304	362.914614	459.346788
3719	16658	0	2209	766214.7178	4334273.285	3	0	21	12.34686134	1	0.930434783	14.08028359	189.5899242	123.265854	0.13635	1	0.885	13.95030864	324.2825653	210.158982	0.332694	1	0.903614458	13.66215742	521.9564008	335.944584	0.332694	1	0.91006424	13.57028696	720.8834599	467.031474	0.332694	1	1	0.13635	123.402204	210.491676	336.277278	467.364168
3720	16659	0	2209	766214.2142	4334270.32	3	0	11	15.34366359	1	0.964285714	14.71133656	198.7428266	131.021442	0.13635	1	0.886010363	14.07571151	317.6600747	206.390268	0.332694	1	0.908256881	13.80824726	521.3550219	337.968018	0.332694	1	0.919037199	13.58675826	706.7272422	458.097822	0.332694	1	1	0.13635	131.157792	206.722962	338.300712	458.430516
3721	16660	0	2209	766221.5308	4334268.352	3	0	19	17.24084266	1	0.978021978	14.27779939	154.4231591	100.064538	0.13635	1	0.972375691	14.17097974	302.4994053	197.145738	0.13635	1	0.922636103	13.1838037	516.8589043	328.947102	0.332694	1	0.912350598	12.92470503	719.516527	455.539896	0.332694	1	1	0.13635	100.200888	197.282088	329.279796	455.87259
3722	16661	0	2200	766207.1335	4334264.036	3	0	15	23.76209683	1	0.950980392	15.50237174	198.568822	133.693902	0	0	0.9	14.44290944	292.3899656	192.269862	0.13635	1	0.916398714	14.21597169	517.5232817	340.585938	0.332694	1	0.916067146	14.27914479	696.990194	461.495664	0.332694	1	1	0.13635	133.693902	192.406212	340.918632	461.828358
3723	16662	0	2202	766226.8705	4334259.707	3	0	21	27.02879274	1	0.989361702	13.67012584	148.7622911	95.804964	0	0	0.994318182	13.24592562	265.3889535	168.41952	0	0	0.968299712	12.99531688	501.1332845	317.766402	0.332694	1	0.935969868	12.42390829	714.9678251	445.335462	0.332694	1	1	0.13635	95.804964	168.41952	318.099096	445.668156
3724	16663	0	2202	766218.4718	4334259.843	3	0	17	25.37305098	1	0.988235294	15.03838227	159.0720865	104.842242	0	0	0.988505747	14.34625487	295.7294414	194.195124	0.13635	1	0.935294118	13.32313466	511.8729709	327.223638	0.332694	1	0.933054393	12.99490851	691.0991042	438.397974	0.332694	1	1	0.13635	104.842242	194.331474	327.556332	438.730668
3725	16664	0	2202	766215.9989	4334260.042	3	0	8	25.24103836	1	0.987951807	15.64054046	164.8990877	110.738016	0	0	0.971428571	14.35229967	297.899713	195.482268	0.13635	1	0.933130699	13.41127829	500.777917	320.77701	0.332694	1	0.930885529	13.2267887	686.4680717	439.870554	0.332694	1	1	0.13635	110.738016	195.618618	321.109704	440.203248
3726	16665	0	2202	766213.7742	4334258.626	3	0	10	26.90497441	1	0.988095238	15.71547615	168.5580142	113.148684	0	0	0.976047904	14.5509635	293.1815727	192.847986	0	0	0.935185185	13.67909526	509.1548619	329.634306	0.13635	1	0.92967033	13.27755995	678.902276	435.561894	0.332694	1	1	0.13635	113.148684	192.847986	329.770656	435.894588
3727	16666	0	2202	766216.6325	4334256.863	3	0	17	28.37611933	1	0.9875	15.40657327	155.066753	103.566006	0	0	0.993865031	14.36210077	278.9251362	183.374388	0	0	0.940298507	13.39071982	510.392941	326.64006	0.13635	1	0.9375	12.87492129	682.7664178	432.14769	0.332694	1	1	0.13635	103.566006	183.374388	326.77641	432.480384
3728	16667	0	2202	766214.9548	4334256.406	3	0	15	28.95598716	1	0.987804878	15.69488032	163.8052331	110.165346	0	0	0.99382716	14.57462703	284.4492329	187.683048	0	0	0.939393939	13.40768278	503.6409942	322.565922	0.13635	1	0.937106918	12.87102008	678.34455	429.17526	0.332694	1	1	0.13635	110.165346	187.683048	322.702272	429.507954
3729	16668	0	2202	766212.3812	4334254.299	3	0	16	31.40290995	1	0.986111111	16.03728295	149.4565316	100.997172	0	0	0.99382716	14.92470816	295.813389	196.80759	0	0	0.943573668	13.65557918	499.6279729	323.416746	0.13635	1	0.936034115	13.19415223	690.872048	443.399292	0.332694	1	1	0.13635	100.997172	196.80759	323.553096	443.731986
3730	16669	0	2202	766210.9924	4334255.51	3	0	17	30.49671753	1	0.986842105	15.9518189	156.3778727	105.474906	0	0	0.981595092	14.82867393	294.341653	195.482268	0	0	0.936102236	13.81354779	500.0840055	324.698436	0.13635	1	0.933774834	13.37428117	682.5003099	439.979634	0.332694	1	1	0.13635	105.474906	195.482268	324.834786	440.312328
3731	16670	0	2200	766205.2934	4334260.745	3	0	20	27.5301503	1	0.965517241	15.83753725	175.8302451	119.017188	0	0	0.937931034	15.41427909	280.2548495	187.901208	0	0	0.909698997	14.07994909	491.0527221	322.205958	0.13635	1	0.909774436	14.37575975	673.9405276	447.47343	0.332694	1	1	0.13635	119.017188	187.901208	322.342308	447.806124
3732	16671	0	2202	766211.6529	4334249.635	3	0	12	36.12240778	1	0.984615385	14.97279584	120.9574981	79.475688	0	0	0.993506494	14.80413245	276.9862707	184.077954	0	0	0.972789116	13.61534249	461.6551838	297.248454	0	0	0.945492662	12.98965328	687.3024077	438.043464	0.13635	1	1	0.13635	79.475688	184.077954	297.248454	438.179814
3733	16672	0	2202	766210.6655	4334250.835	3	0	17	35.13168128	1	0.984848485	15.76724645	133.2166699	89.489232	0	0	0.993506494	14.87633002	279.4393679	185.877774	0	0	0.961937716	13.868179	464.99919	302.09706	0.13635	1	0.941935484	13.08575825	678.5805137	433.342116	0.13635	1	1	0.13635	89.489232	185.877774	302.23341	433.478466
3734	16673	0	2200	766207.8696	4334255.217	3	0	9	31.63138256	1	0.986111111	16.29800601	152.5830674	104.30775	0	0	0.964285714	15.33390268	267.7395673	179.534772	0	0	0.934482759	13.93037556	469.8014972	305.871228	0.13635	1	0.929223744	13.68158543	684.4767028	445.117302	0.332694	1	1	0.13635	104.30775	179.534772	306.007578	445.449996
3735	16674	0	2202	766211.9113	4334245.653	3	0	15	40.01041227	1	1	13.88483822	117.1300593	74.654352	0	0	0.993377483	14.58226265	264.7015318	175.122486	0	0	0.977564103	13.19139191	464.2246275	296.108568	0	0	0.95503212	13.00206322	672.9405827	429.660666	0.13635	1	1	0.13635	74.654352	175.122486	296.108568	429.797016
3736	16675	0	2200	766207.3687	4334253.665	3	0	15	33.26211698	1	0.985507246	16.65202255	151.80601	104.351382	0	0	0.971830986	15.34440303	272.1506893	182.349036	0	0	0.934306569	13.84000678	438.8121982	285.200568	0.13635	1	0.929384966	13.63868505	682.2816859	443.344752	0.332694	1	1	0.13635	104.351382	182.349036	285.336918	443.677446
3737	16676	0	2200	766206.7153	4334254.397	3	0	9	32.78619732	1	0.985714286	16.47639003	151.0676396	103.642362	0	0	0.971014493	15.39174445	265.8126532	178.307622	0	0	0.925	13.82779394	447.9123212	290.954538	0.13635	1	0.92575406	13.80618422	682.082996	445.984488	0.332694	1	1	0.13635	103.642362	178.307622	291.090888	446.317182
3738	16677	0	2200	766209.0211	4334245.538	3	0	16	40.6573127	1	1	14.65189292	106.5498355	69.080364	0	0	0.992424242	14.89585055	239.7149017	159.742206	0	0	0.975609756	13.43613102	439.6237733	282.582648	0	0	0.946466809	13.11863989	682.7986273	437.399892	0.13635	1	1	0.13635	69.080364	159.742206	282.582648	437.536242
3739	16678	0	2200	766205.2912	4334256.52	3	0	16	31.34556751	1	0.986486486	16.21977438	155.7280567	106.178472	0	0	0.956834532	15.59445576	273.6910412	184.361562	0	0	0.918727915	13.899079	456.5124451	297.123012	0.13635	1	0.921800948	14.12916605	693.2584705	457.296084	0.332694	1	1	0.13635	106.178472	184.361562	297.259362	457.628778
3740	16679	0	2200	766207.3365	4334245.418	3	0	15	41.17481096	1	1	15.12546399	111.8546475	73.618092	0	0	0.991869919	15.18744668	231.4772807	154.735434	0	0	0.971223022	13.77086383	442.6302156	287.529426	0	0	0.946351931	13.17451107	685.8163579	440.186886	0.13635	1	1	0.13635	73.618092	154.735434	287.529426	440.323236
3741	16680	0	2200	766203.5509	4334263.015	3	0	18	26.43904248	1	0.93258427	15.62805026	175.6317654	118.553598	0	0	0.9125	15.30298174	303.2645218	204.355926	0	0	0.897260274	14.37202743	494.1314867	326.700054	0.332694	1	0.908396947	14.50213848	673.5672967	448.493328	0.332694	1	1	0.13635	118.553598	204.355926	327.032748	448.826022
3742	16681	0	2200	766200.4407	4334236.043	3	0	18	33.72494441	1	0.975	14.53874135	71.28963542	46.11357	0	0	0.986666667	15.5361943	147.7784531	98.733762	0	0	0.962655602	14.20284596	400.9502221	264.044502	0.5454	1	0.953608247	14.00922546	628.0141236	414.242208	0.5454	1	1	0.5454	46.11357	98.733762	264.589902	414.787608
3743	16682	0	2200	766200.8347	4334243.056	3	0	13	40.5578963	1	1	15.37891775	87.40588377	58.046922	0	0	0.988888889	16.13381542	187.6179634	127.770858	0	0	0.953389831	14.73135133	418.8108885	279.32661	0	0	0.942065491	14.02225864	641.816855	424.664802	0.5454	1	1	0.5454	58.046922	127.770858	279.32661	425.210202
3744	16683	0	2200	766200.4709	4334243.105	3	0	13	40.51010395	1	1	15.44712389	86.06594208	57.261546	0	0	0.988764045	16.08509674	184.5760059	125.589258	0	0	0.952173913	14.86387509	414.6443069	277.14501	0	0	0.941624365	14.06012172	639.9358817	423.726714	0.5454	1	1	0.5454	57.261546	125.589258	277.14501	424.272114
3745	16684	0	2200	766200.9859	4334251.365	3	0	15	37.84402035	1	1	17.24397978	144.02587	100.549944	0	0	0.962962963	15.58281342	212.4903309	143.03115	0	0	0.936170213	14.75920196	419.03484	279.195714	0	0	0.916870416	14.04108118	666.4045988	438.708852	0.13635	1	1	0.13635	100.549944	143.03115	279.195714	438.845202
3746	16685	0	2200	766198.7116	4334249.444	3	0	14	40.5965643	1	1	17.34736391	136.1764536	95.194116	0	0	0.966666667	16.07240561	186.2459486	126.800046	0	0	0.933333333	15.07220716	387.2260064	260.188524	0	0	0.91	14.18575303	660.5636238	437.918022	0.13635	1	1	0.13635	95.194116	126.800046	260.188524	438.054372
3747	16686	0	2200	766198.4596	4334249.529	3	0	15	40.64174475	1	1	17.34736391	136.1764536	95.194116	0	0	0.966292135	16.09417509	184.5298766	125.731062	0	0	0.933333333	15.05908996	386.5109145	259.735842	0	0	0.910224439	14.26727024	667.9149907	444.075588	0.13635	1	1	0.13635	95.194116	125.731062	259.735842	444.211938
3748	16687	0	2200	766195.8548	4334240.761	3	0	18	37.25867143	1	1	15.53624794	62.8162601	42.126696	0	0	0.975	17.24238963	185.5166435	129.717936	0	0	0.929648241	15.52838218	386.1858774	261.71019	0	0	0.933908046	14.71810037	607.2755578	409.966272	0.5454	1	1	0.5454	42.126696	129.717936	261.71019	410.511672
3749	16688	0	2200	766196.6283	4334247.956	3	0	13	42.90803035	1	1	18.01388353	125.0411657	88.49115	0	0	0.953488372	16.27167606	181.667278	124.18758	0	0	0.925	15.59102306	389.2377997	265.151664	0	0	0.914285714	14.43790584	653.6757618	436.570884	0.13635	1	1	0.13635	88.49115	124.18758	265.151664	436.707234
3750	16689	0	2200	766195.473	4334246.126	3	0	9	42.51621995	1	1	17.5728449	98.37661046	69.053094	0	0	0.975308642	16.65703425	177.4079488	122.573196	0	0	0.921465969	15.83157426	381.6409916	261.093888	0	0	0.917127072	14.60836857	625.1514785	420.170706	0.5454	1	1	0.5454	69.053094	122.573196	261.093888	420.716106
3751	16690	0	2200	766195.0998	4334245.296	3	0	10	41.64628832	1	1	17.20061368	83.32102862	58.090554	0	0	0.987341772	16.8447866	176.4671689	122.256864	0	0	0.921465969	15.87780564	383.4340385	262.621008	0	0	0.918539326	14.736082	623.6284158	420.443406	0.5454	1	1	0.5454	58.090554	122.256864	262.621008	420.988806
3752	16691	0	2200	766193.9159	4334244.505	3	0	16	40.73209116	1	1	17.16294458	68.94955659	48.196998	0	0	0.987012987	16.86077443	172.3275035	119.38806	0	0	0.923497268	16.15617089	377.2425583	260.521218	0	0	0.915014164	14.88488022	628.1652938	425.352006	0.5454	1	1	0.5454	48.196998	119.38806	260.521218	425.897406
3753	16692	0	2200	766191.2778	4334242.108	3	0	25	38.17148842	1	1	16.69512722	48.59020256	33.443928	0	0	0.957746479	17.42024078	167.1520561	117.511884	0	0	0.908536585	16.92324855	364.3683945	256.168926	0	0	0.916408669	15.35935994	604.0549038	414.302202	0.5454	1	1	0.5454	33.443928	117.511884	256.168926	414.847602
3754	16693	0	2200	766191.6278	4334244.369	3	0	16	40.44346935	1	1	17.78201338	60.87392315	43.11387	0	0	0.960526316	17.34062768	177.6233609	124.640262	0	0	0.921686747	16.6518207	359.1714248	251.042166	0	0	0.913580247	15.37105559	607.1342572	416.22201	0.5454	1	1	0.5454	43.11387	124.640262	251.042166	416.76741
3755	16694	0	2200	766190.4715	4334245.496	3	0	9	41.542056	1	1	17.85240413	58.74768174	41.717646	0	0	0.934210526	17.68622717	182.3077389	129.657942	0	0	0.901234568	16.64795246	350.3442995	244.879146	0	0	0.901273885	15.82542541	617.1167723	427.533606	0.5454	1	1	0.5454	41.717646	129.657942	244.879146	428.079006
3756	16695	0	2200	766192.2245	4334247.98	3	0	15	44.07726661	1	1	17.78693341	77.88557934	55.216296	0	0	0.935897436	17.27529732	180.304154	126.958212	0	0	0.899441341	16.45562851	378.6916614	264.360834	0	0	0.9	15.54083804	650.94823	447.860664	0	0	1	0.5454	55.216296	126.958212	264.360834	447.860664
3757	16696	0	2200	766188.9558	4334245.479	3	0	10	41.53763131	1	0.96	18.5989247	65.23084756	47.166192	0	0	0.927536232	18.04422907	170.9490741	122.529564	0	0	0.891025641	16.89105362	345.4173635	242.746632	0	0	0.897009967	16.07814251	607.4342563	422.968608	0.5454	1	1	0.5454	47.166192	122.529564	242.746632	423.514008
3758	16697	0	2200	766188.3929	4334244.764	3	0	19	40.84196479	1	0.958333333	18.2254401	60.59603448	43.479288	0	0	0.940298507	18.21677102	168.6537273	121.264236	0	0	0.897260274	17.19808049	333.0284941	235.520082	0	0	0.900684932	16.14262037	593.2217038	413.57682	0.5454	1	1	0.5454	43.479288	121.264236	235.520082	414.12222
