"TreeNum"	"RecordNum"	"Response"	"Elevation"	"Easting"	"Northing"	"ElevCat"	"IndEdge15M"	"IndDBHIn"	"DeadDist"	"DeadDistInd"	"PropJP25"	"NeighQMD25"	"NeighSDIAlt25"	"NeighBSA25"	"BSADead25"	"BSADeadInd25"	"PropJP5"	"NeighQMD5"	"NeighSDIAlt5"	"NeighBSA5"	"BSADead5"	"BSADeadInd5"	"PropJP1"	"NeighQMD1"	"NeighBSA1"	"BSADead1"	"BSADeadInd1"	"PropJP15"	"NeighQMD15"	"NeighSDIAlt15"	"NeighBSA15"	"BSADead15"	"BSADeadInd15"	"TreesPClus"	"BAPClus"	"NeighBSA9125"	"NeighBSA915"	"NeighBSA911"	"NeighBSA9115"	"NeighSDIAlt1"	"BSADead25NEW"	"BSADeadInd25NEW"	"BSADead5NEW"	"BSADeadInd5NEW"	"BSADead1NEW"	"BSADeadInd1NEW"	"BSADead15NEW"	"BSADeadInd15NEW"
34	13084	0	2119	766289.0672	4333845.049	1	1	11	68.10076988	0	0.666666667	8.974711948	27.27245334	14.496732	0	0	0.742424242	9.835772682	61.00492583	34.82379	0	0	0.718446602	11.32400149	72.036432	0	0	0.701612903	11.91299101	146.0488679	95.979492	0	0	38	72.630918	14.496732	34.82379	72.036432	95.979492	113.612345389969	0	0	0	0	0	0	0	0
35	13085	0	2119	766289.4756	4333848.2	1	0	10	65.20643073	0	0.714285714	9.022458751	34.91851738	18.647226	0	0	0.739130435	9.311050004	58.76114417	32.625828	0	0	0.726415094	11.79102633	80.375598	0	0	0.708661417	12.10648294	153.4256445	101.520756	0	0	38	72.630918	18.647226	32.625828	80.375598	101.520756	123.033156307705	0	0	0	0	0	0	0	0
36	13086	0	2119	766289.9505	4333851.553	1	0	11	62.16996239	0	0.697674419	9.920615135	40.34981549	23.081328	0	0	0.743243243	9.176939371	61.55807364	33.989328	0	0	0.710280374	11.77911981	80.970084	0	0	0.717557252	12.33378034	163.1168441	108.687312	0	0	38	72.630918	23.081328	33.989328	80.970084	108.687312	124.007459852473	0	0	0	0	0	0	0	0
38	13088	0	2119	766293.8985	4333856.933	1	0	10	57.67538572	0	0.744186047	9.585599665	37.92283143	21.548754	0	0	0.714285714	10.15592719	59.24208047	35.440092	0	0	0.75	11.42365966	74.021688	0	0	0.740740741	12.99829049	183.3951053	124.400286	0	0	38	72.630918	21.548754	35.440092	74.021688	124.400286	115.307035383397	0	0	0	0	0	0	0	0
39	13089	0	2119	766290.9695	4333857.784	1	0	9	56.48966827	0	0.75	9.666954019	35.65972589	20.387052	0	0	0.75	10.51652139	71.33294547	43.430202	0	0	0.745454545	11.51125931	79.497504	0	0	0.742647059	12.96063043	183.835592	124.59663	0	0	38	72.630918	20.387052	43.430202	79.497504	124.59663	123.663844099941	0	0	0	0	0	0	0	0
40	13090	0	2119	766289.9114	4333859.33	1	0	6	54.85578823	0	0.761904762	9.322272357	35.15818298	19.9071	0	0	0.742857143	10.60121287	70.21528988	42.906618	0	0	0.745614035	11.59968239	83.658906	0	0	0.739130435	13.20024154	192.263686	131.146884	0	0	38	72.630918	19.9071	42.906618	83.658906	131.146884	129.607733703153	0	0	0	0	0	0	0	0
42	13092	0	2119	766294.2081	4333859.869	1	0	8	54.81675031	0	0.75	9.374772725	37.40382371	21.090618	0	0	0.73015873	10.7038044	63.76332704	39.366972	0	0	0.761904762	11.31244574	73.285398	0	0	0.744360902	13.07813419	182.625883	124.067592	0	0	38	72.630918	21.090618	39.366972	73.285398	124.067592	114.621971167376	0	0	0	0	0	0	0	0
45	13095	0	2119	766274.674	4333847.069	1	0	11	63.48841887	0	0.777777778	10.53565375	46.27784827	27.24273	0	0	0.710843373	11.27851139	91.8408506	57.583332	0	0	0.696721311	10.97052683	80.081082	0	0	0.707482993	11.57906861	165.28913	107.492886	0	0	38	72.630918	27.24273	57.583332	80.081082	107.492886	127.022301384016	0	0	0	0	0	0	0	0
47	13097	0	2119	766277.9472	4333861.011	1	0	9	50.0258553	0	0.836734694	9.970364249	44.42873309	26.566434	0	0	0.769230769	9.957050625	82.23695574	49.205988	0	0	0.71641791	12.22366191	109.199988	0	0	0.744186047	13.08809557	236.3447468	159.758568	3.686904	1	38	72.630918	26.566434	49.205988	109.199988	163.445472	164.565853336663	0	0	0	0	0	0	0	0
48	13098	0	2119	766278.1164	4333860.661	1	0	13	50.39883111	0	0.833333333	10.03639211	43.98824643	26.37009	0	0	0.769230769	9.957050625	82.23695574	49.205988	0	0	0.71641791	12.22366191	109.199988	0	0	0.744186047	13.08809557	236.3447468	159.758568	3.686904	1	38	72.630918	26.37009	49.205988	109.199988	163.445472	164.565853336663	0	0	0	0	0	0	0	0
50	13100	0	2119	766283.4498	4333862.764	1	0	8	49.52179172	1	0.794871795	8.458041235	28.92417637	15.21666	0	0	0.738095238	10.85784772	85.76959614	54.010962	0	0	0.748031496	12.18363431	102.818808	0	0	0.74375	13.05014368	219.1638152	148.616046	0	0	38	72.630918	15.21666	54.010962	102.818808	148.616046	156.700180069078	0	0	0	0	0	0	0	0
51	13101	0	2119	766280.0671	4333853.679	1	0	7	57.61201079	0	0.821428571	8.782084035	44.29295103	23.555826	0	0	0.747126437	10.58951987	87.21719053	53.209224	0	0	0.701612903	11.90079965	95.783148	0	0	0.721854305	12.29170829	187.4167568	124.427556	0	0	38	72.630918	23.555826	53.209224	95.783148	124.427556	145.747839325585	0	0	0	0	0	0	0	0
52	13102	0	2119	766280.0206	4333850.007	1	0	11	61.2210902	0	0.788461538	9.014944857	43.07085506	23.048604	0	0	0.729411765	10.11870719	80.94837407	47.466162	0	0	0.694214876	11.28335276	84.01887	0	0	0.713286713	11.99737734	170.3036216	112.259682	0	0	38	72.630918	23.048604	47.466162	84.01887	112.259682	131.518356621681	0	0	0	0	0	0	0	0
55	13105	0	2114	766279.6241	4333839.384	1	1	8	71.66188379	0	0.566666667	12.0124935	37.43262905	23.610366	0	0	0.698412698	11.89504365	76.51996584	48.616956	0	0	0.724770642	10.8581344	70.089354	0	0	0.689922481	11.02639539	135.1071333	85.540536	0	0	38	72.630918	23.610366	48.616956	70.089354	85.540536	113.342404655943	0	0	0	0	0	0	0	0
56	13106	0	2114	766277.2317	4333841.53	1	1	11	69.23966188	0	0.65	12.05093357	50.299167	31.682286	0	0	0.736111111	11.55782563	83.58301903	52.456572	0	0	0.710526316	11.2222367	78.303078	0	0	0.700729927	11.16792853	146.4955126	93.192498	0	0	38	72.630918	31.682286	52.456572	78.303078	93.192498	123.182431402343	0	0	0	0	0	0	0	0
58	13108	0	2114	766278.3881	4333836.745	1	1	4	74.12376287	0	0.555555556	13.01139102	38.08027587	24.930234	0	0	0.684210526	12.16912977	71.57863014	46.037214	0	0	0.721153846	11.0021851	68.660406	0	0	0.692913386	11.07810496	133.9788651	85.006044	0	0	38	72.630918	24.930234	46.037214	68.660406	85.006044	110.375706919688	0	0	0	0	0	0	0	0
59	13109	0	2114	766277.036	4333836.662	1	1	8	74.0621261	0	0.535714286	14.05601041	44.22688389	30.171528	0	0	0.696428571	12.25109325	71.13814348	45.84087	0	0	0.718446602	11.01146798	68.115006	0	0	0.6953125	11.1039126	135.694937	86.075028	0	0	38	72.630918	30.171528	45.84087	68.115006	86.075028	109.375706919688	0	0	0	0	0	0	0	0
61	13111	0	2114	766274.9402	4333838.542	1	1	7	72.01180875	0	0.617647059	13.2476413	48.75128352	32.544018	0	0	0.709677419	12.37713813	79.97330029	51.802092	0	0	0.710280374	10.5524945	64.98441	0	0	0.697841727	11.10997996	147.5282661	93.574278	0	0	38	72.630918	32.544018	51.802092	64.98441	93.574278	106.628303456627	0	0	0	0	0	0	0	0
65	13115	0	2114	766270.4316	4333841.869	1	1	11	68.50479937	0	0.7	12.523977	52.14891513	34.218396	0	0	0.732394366	11.80594264	84.55596935	53.972784	0	0	0.700854701	11.1178612	78.875748	0	0	0.711409396	11.33119469	161.9152628	104.340474	0	0	38	72.630918	34.218396	53.972784	78.875748	104.340474	124.475693413354	0	0	0	0	0	0	0	0
71	13121	0	2119	766265.2302	4333847.434	1	0	8	63.10357842	0	0.735849057	12.02513092	64.48142771	41.799456	0	0	0.735632184	10.88814604	90.23836956	56.252556	0	0	0.701612903	10.9754124	81.466398	0	0	0.703225806	11.66722688	173.9729623	113.590458	5.083128	1	38	72.630918	41.799456	56.252556	81.466398	118.673586	129.195520378108	0	0	0	0	0	0	0	0
72	13122	0	2119	766265.2487	4333847.763	1	0	5	62.77410381	0	0.75	11.35358297	58.33481969	36.558162	0	0	0.727272727	10.84498208	90.67885622	56.4489	0	0	0.706349206	10.91016709	81.799092	0	0	0.698717949	11.66722688	173.9729623	113.590458	5.743062	1	38	72.630918	36.558162	56.4489	81.799092	119.33352	129.964742724498	0	0	0	0	0	0	0	0
73	13123	0	2119	766269.1546	4333849.668	1	0	9	60.70656289	0	0.796296296	10.91804487	57.45372736	35.107398	0	0	0.706521739	10.85226885	95.39315757	59.09409	0	0	0.713178295	11.19108172	88.114824	0	0	0.708074534	11.82365181	185.8931631	121.231512	5.083128	1	38	72.630918	35.107398	59.09409	88.114824	126.31464	138.759257109005	0	0	0	0	0	0	0	0
74	13124	0	2119	766262.2599	4333852.914	1	0	7	57.95123463	0	0.788461538	10.43385761	51.61634427	30.875094	0	0	0.709677419	11.19955836	98.90378499	63.62091	0	0	0.714285714	11.05735735	88.022106	3.686904	1	0.70718232	12.61205588	223.6141655	149.215986	15.440274	1	38	72.630918	30.875094	63.62091	91.70901	164.65626	139.144438825256	0	0	0	0	0	0	0	0
75	13125	0	2119	766266.1633	4333851.828	1	0	9	58.65661131	0	0.773584906	10.04893686	50.20883392	29.189808	0	0	0.723404255	11.2557314	101.1061034	64.951686	0	0	0.702290076	10.89601197	84.177036	3.686904	1	0.717514124	12.6872108	226.6507345	151.877538	6.184836	1	38	72.630918	29.189808	64.951686	87.86394	158.062374	134.019732429941	0	0	0	0	0	0	0	0
76	13126	0	2119	766264.4744	4333853.747	1	0	11	56.87504332	0	0.807692308	9.992304731	48.67330484	28.317168	0	0	0.719101124	11.05603704	92.93561546	59.334066	0	0	0.69924812	10.85336144	84.804246	3.686904	1	0.71978022	12.78423958	231.3308607	155.100852	12.800538	1	38	72.630918	28.317168	59.334066	88.49115	167.90139	135.177745916346	0	0	0	0	0	0	0	0
77	13127	0	2119	766267.0001	4333854.03	1	0	11	56.4111403	0	0.811320755	9.980169016	49.55270908	28.791666	0	0	0.734042553	11.00676774	97.92298302	62.110152	0	0	0.7	10.92930064	84.040686	3.686904	1	0.723163842	12.74539473	228.8037478	153.273762	6.184836	1	38	72.630918	28.791666	62.110152	87.72759	159.458598	133.690996739889	0	0	0	0	0	0	0	0
78	13128	0	2119	766264.0668	4333856.691	1	0	7	53.98660177	0	0.82	8.481745103	37.08498612	19.618038	0	0	0.736263736	10.42134327	86.98161591	53.901882	0	0	0.696296296	10.91250231	86.380452	5.083128	1	0.709677419	12.6757361	230.6350059	153.355572	19.612584	1	38	72.630918	19.618038	53.901882	91.46358	172.968156	137.521275924057	0	0	0	0	0	0	0	0
79	13129	0	2119	766267.0644	4333856.206	1	0	13	54.23465847	0	0.833333333	8.536414374	40.53647136	21.46149	0	0	0.744680851	10.48250823	91.18857123	56.334366	0	0	0.696969697	11.13484319	88.583868	3.686904	1	0.726775956	12.9573631	242.4511944	162.99279	8.366436	1	38	72.630918	21.46149	56.334366	92.270772	171.359226	139.475348848327	0	0	0	0	0	0	0	0
80	13130	0	2119	766269.3907	4333856.684	1	0	11	53.68865537	0	0.849056604	8.644989824	40.64360157	21.603294	0	0	0.736263736	10.65595845	90.89671484	56.356182	0	0	0.694029851	11.28509563	92.379852	3.686904	1	0.734463277	12.69038916	228.710471	152.831988	5.743062	1	38	72.630918	21.603294	56.356182	96.066756	158.57505	144.442463290413	0	0	0	0	0	0	0	0
81	13131	0	2119	766272.3863	4333854.652	1	0	10	55.77842268	0	0.833333333	8.621678104	41.35130771	21.892356	0	0	0.733333333	10.5483016	89.02633445	54.616356	0	0	0.702290076	11.30392082	91.294506	0	0	0.727810651	12.424864	211.7271544	140.609574	5.083128	1	38	72.630918	21.892356	54.616356	91.294506	145.692702	142.622441423047	0	0	0	0	0	0	0	0
82	13132	0	2119	766272.2457	4333857.768	1	0	5	52.65925412	0	0.87037037	9.756289519	47.26406133	28.03356	0	0	0.738636364	9.964140249	80.20416009	47.651598	0	0	0.705882353	11.80665316	103.396932	0	0	0.741573034	12.8472229	236.2521186	158.433246	5.083128	1	38	72.630918	28.03356	47.651598	103.396932	163.516374	158.310605961554	0	0	0	0	0	0	0	0
83	13133	0	2113	766236.9711	4333839.762	1	1	27	77.87281489	0	0.793103448	12.9561595	37.84824884	26.550072	0	0	0.711538462	13.73933153	75.92384526	53.536464	0	0	0.693069307	13.76474065	97.13574	13.384116	1	0.639455782	14.12942409	199.1872576	139.371516	32.418576	1	38	72.630918	26.550072	53.536464	110.519856	171.790092	139.802022660232	0	0	0	0	0	0	0	0
84	13134	0	2118	766236.4374	4333850.72	1	0	14	68.35294983	0	0.828571429	9.683564869	30.53716906	17.900028	0	0	0.72	12.66247351	87.49844304	59.464962	13.384116	1	0.64	13.36709562	103.29876	31.30596	1	0.644970414	14.21849209	229.348163	159.878556	40.392324	1	38	72.630918	17.900028	72.849078	134.60472	200.27088	151.296557293125	0	0	0	0	0	0	0	0
86	13136	0	2119	766246.436	4333847.929	1	0	5	66.67424365	0	0.853658537	10.57147566	40.4565916	24.990228	0	0	0.766233766	11.48742961	86.45977572	55.418094	0	0	0.664179104	13.04791171	116.066574	15.440274	1	0.658823529	13.09325526	207.0218947	140.24961	33.274854	1	38	72.630918	24.990228	55.418094	131.506848	173.524464	169.504082374699	0	0	0	0	0	0	0	0
87	13137	0	2119	766246.4548	4333845.871	1	0	7	68.59900004	0	0.810810811	11.56766229	41.16728628	27.002754	0	0	0.789473684	12.22648118	93.15726198	61.962894	0	0	0.658914729	12.52796871	102.720636	15.440274	1	0.658385093	13.00373878	195.9646839	132.8049	28.268082	1	38	72.630918	27.002754	61.962894	118.16091	161.072982	153.541689284973	0	0	0	0	0	0	0	0
88	13138	0	2114	766247.3773	4333842.124	1	0	5	71.83997657	0	0.696969697	13.92947605	49.87338905	34.921962	0	0	0.767123288	12.78644402	95.55849315	65.09349	0	0	0.663865546	12.35249249	94.037868	11.415222	1	0.653846154	12.91818225	189.5129144	128.33262	23.414022	1	38	72.630918	34.921962	65.09349	105.45309	151.746642	141.340134006592	0	0	0	0	0	0	0	0
90	13140	0	2114	766245.8989	4333833.917	1	1	5	80.1065841	0	0.631578947	15.97366253	35.45938781	26.440992	0	0	0.693877551	14.45612645	78.14970301	55.84896	0	0	0.729166667	12.48499099	81.613656	0	0	0.671875	13.03523515	165.3843941	112.13424	12.811446	1	38	72.630918	26.440992	55.84896	81.613656	124.945686	121.994737221288	0	0	0	0	0	0	0	0
93	13143	0	2113	766231.7574	4333830.809	1	1	10	88.1945988	0	0.545454545	18.27815388	25.59671087	20.04345	0	0	0.741935484	14.56132748	49.7280807	35.849142	0	0	0.712121212	16.6114236	99.328248	0	0	0.695652174	15.15166049	179.7289744	128.965284	16.93467	1	38	72.630918	20.04345	35.849142	99.328248	145.899954	133.73647982967	0	0	0	0	0	0	0	0
94	13144	0	2113	766229.6156	4333830.419	1	1	5	89.48797123	0	0.5	19.15724406	30.52094667	24.019416	0	0	0.733333333	14.76143624	49.28759404	35.652798	0	0	0.725806452	16.32186343	90.083718	0	0	0.657894737	15.30893975	175.3960987	126.543708	21.13425	1	38	72.630918	24.019416	35.652798	90.083718	147.677958	121.818841702905	0	0	0	0	0	0	0	0
95	13145	0	2113	766228.3328	4333829.899	1	1	36	90.53337343	0	0.454545455	19.95221564	30.19221098	23.883066	0	0	0.733333333	16.18332475	57.8321533	42.852078	0	0	0.75	16.32789025	87.242184	0	0	0.654867257	15.43760304	174.3914779	126.080118	22.203234	1	38	72.630918	23.883066	42.852078	87.242184	148.283352	117.611590868925	0	0	0	0	0	0	0	0
98	13148	0	2113	766232.5824	4333841.038	1	0	5	78.69644428	0	0.774193548	13.6121388	44.33303959	31.327776	0	0	0.75	12.68365089	61.67095734	42.115788	0	0	0.701923077	14.79828915	112.27059	15.985674	1	0.646258503	14.72788407	205.8374982	145.51272	38.156184	1	38	72.630918	31.327776	42.115788	128.256264	183.668904	157.22214667702	0	0	0	0	0	0	0	0
100	13150	0	2118	766228.3947	4333851.232	1	0	9	70.88964847	0	0.735294118	13.15417265	43.21509528	29.255256	4.477734	1	0.677419355	14.41578353	86.43497348	61.204788	10.902546	1	0.640350877	14.33337546	103.086054	36.683604	1	0.597560976	14.7927009	212.2125262	149.183262	62.88462	1	38	72.630918	33.73299	72.107334	139.769658	212.067882	146.372452079482	0	0	0	0	0	0	0	0
101	13151	0	2118	766228.6209	4333853.236	1	0	5	68.93409578	0	0.692307692	13.2476413	47.91488005	32.544018	7.728318	1	0.642857143	14.45003707	90.44373675	63.773622	22.126878	1	0.652173913	14.24369962	104.013234	34.502004	1	0.604790419	14.73781276	216.1099559	151.632108	62.20287	1	38	72.630918	40.272336	85.9005	138.515238	213.834978	148.10187950967	0	0	0	0	0	0	0	0
