TreeNum	RecordNum	Response	Elevation	Easting	Northing	ElevCat	IndEdge15M	IndDBHIn	DeadDist	DeadDistInd	PropJP25	NeighQMD25	NeighSDIAlt25	NeighBSA25	BSADead25	BSADeadInd25	PropJP5	NeighQMD5	NeighSDIAlt5	NeighBSA5	BSADead5	BSADeadInd5	PropJP1	NeighQMD1	NeighSDIAlt1	NeighBSA1	BSADead1	BSADeadInd1	PropJP15	NeighQMD15	NeighSDIAlt15	NeighBSA15	BSADead15	BSADeadInd15	TreesPClus	BAPClus	NeighBSA9125	NeighBSA915	NeighBSA911	NeighBSA9115	BSADead25NEW	BSADeadInd25NEW	BSADead5NEW	BSADeadInd5NEW	BSADead1NEW	BSADeadInd1NEW	BSADead15NEW	BSADeadInd15NEW
6640	9210	0	2130	766254.7362	4333920.841	1	0	21	31.66487478	1	1	17.00267359	75.12235161	52.03116	0	0	1	17.87875835	148.3491296	104.602266	0	0	0.963302752	18.67118656	280.8295183	201.541662	4.177764	1	0.916129032	19.43781796	412.2642764	300.859002	13.378662	1	9	13.378662	52.03116	104.602266	205.719426	314.237664	0	0	0	0	4.177764	1	13.378662	1
6641	9211	0	2130	766268.21	4333921.277	1	0	15	42.35449121	1	1	17.33277243	93.46585919	65.540718	0	0	1	18.96780899	170.2656309	123.620364	0	0	1	19.82660686	308.2031414	227.257272	0	0	0.98630137	19.04785263	393.4726481	286.929486	2.405214	1	9	13.378662	65.540718	123.620364	227.257272	289.3347	0	0	0	0	0	0	2.405214	1
6642	9212	0	2130	766269.9853	4333921.949	1	0	19	44.20833634	1	1	17.77638883	96.82900546	68.93856	0	0	1	18.98662854	170.5277731	123.865794	0	0	1	20.03007448	304.139215	225.381096	0	0	0.993103448	18.89480863	387.6274061	282.337218	0	0	9	13.378662	68.93856	123.865794	225.381096	282.337218	0	0	0	0	0	0	0	0
6643	9213	0	2130	766252.3756	4333931.686	1	0	23	38.97551348	1	1	20.16134916	75.48391126	55.423548	0	0	1	19.02073767	142.0670219	102.606102	0	0	1	19.02028992	285.6881935	207.175644	0	0	0.919075145	18.97103055	433.6060286	314.063136	17.256456	1	9	13.378662	55.423548	102.606102	207.175644	331.319592	0	0	0	0	0	0	15.712974	1
6644	9214	0	2130	766257.3584	4333929.375	1	0	22	39.84750778	1	1	18.42298157	82.87205491	59.235894	0	0	1	18.54770994	149.2500046	106.947486	0	0	1	19.24452784	299.2214235	218.149092	0	0	0.974358974	18.89167607	411.1806332	297.81567	4.177764	1	9	13.378662	59.235894	106.947486	218.149092	301.993434	0	0	0	0	0	0	4.177764	1
6645	9215	0	2130	766269.2581	4333926.524	1	0	20	46.27569195	1	1	18.59633107	89.05684385	64.128132	0	0	1	19.35278541	184.5471897	134.817426	0	0	1	19.60397382	271.4375861	199.12554	0	0	1	19.04145953	403.5039597	294.646896	0	0	9	13.378662	64.128132	134.817426	199.12554	294.646896	0	0	0	0	0	0	0	0
6646	9216	0	2136	766267.7357	4333937.865	1	0	30	42.27695808	1	1	22.24246553	77.89867808	59.361336	0	0	1	20.3674577	146.5665515	108.600048	0	0	1	18.96151934	274.284832	200.014542	0	0	0.96	18.24543322	360.9489537	261.448398	6.173928	1	3	4.630446	59.361336	108.600048	200.014542	267.622326	0	0	0	0	0	0	4.630446	1
6647	9217	0	2130	766272.8407	4333927.743	1	0	14	49.86215763	1	1	18.31286736	91.71318932	65.846142	0	0	1	19.7353585	184.6282026	135.951858	0	0	1	19.34787343	270.1489645	198.040194	0	0	1	18.88703999	380.9372327	278.213994	0	0	9	13.378662	65.846142	135.951858	198.040194	278.213994	0	0	0	0	0	0	0	0
6648	9218	0	2138	766213.6261	4333968.315	1	0	26	5.600622487	1	0.75	16.57746965	105.2760386	71.943714	11.660652	1	0.707964602	17.6263488	223.8858124	157.587876	22.214142	1	0.680851064	17.85073244	362.4051863	257.21064	53.874612	1	0.646090535	18.02323062	472.4266712	336.615426	68.998554	1	9	15.472998	83.604366	179.802018	311.085252	405.61398	6.604794	1	15.822054	1	40.190526	1	54.616356	1
6649	9219	0	2138	766217.1246	4333976.095	1	0	11	6.812932488	1	0.842105263	16.22029714	107.614575	73.181772	2.89062	1	0.743362832	16.69782035	205.7196828	141.42222	19.74348	1	0.650943396	17.35923948	395.4962502	277.755858	55.668978	1	0.62704918	17.73913987	465.0132026	329.519772	66.816954	1	9	15.472998	76.072392	161.1657	333.424836	396.336726	0.441774	1	9.2718	1	41.635836	1	52.434756	1
6650	9220	0	2138	766226.306	4333986.965	1	0	7	13.1472136	1	0.620689655	16.51876403	100.1130075	68.458608	8.246448	1	0.612403101	15.66475711	207.468067	139.18608	22.317768	1	0.695187166	16.487049	340.1528588	234.238392	25.66107	1	0.665271967	17.37242126	457.5908685	322.620462	55.668978	1	8	7.155648	76.705056	161.503848	259.899462	378.28944	5.579442	1	12.227868	1	13.296852	1	41.635836	1
6651	9221	0	2138	766222.1719	4333974.705	1	0	12	5.991785941	1	0.777777778	15.88041246	97.44325862	66.02067	2.819718	1	0.7109375	16.40846196	216.2740059	148.310622	24.308478	1	0.65258216	17.28446914	404.0622111	283.515282	44.979138	1	0.64806867	17.70481057	456.329729	323.116776	57.065202	1	9	15.472998	68.840388	172.6191	328.49442	380.181978	1.139886	1	12.293316	1	30.945996	1	43.03206	1
6652	9222	0	2138	766224.5889	4333972.92	1	0	19	6.443843663	1	0.698113208	16.45586383	94.77477613	64.98441	5.775786	1	0.694214876	16.59232543	206.9419276	142.643916	20.332512	1	0.653658537	17.21602644	384.0665831	268.342254	44.979138	1	0.659574468	17.70769607	463.6880749	328.352616	55.668978	1	9	15.472998	70.760196	162.976428	313.321392	384.021594	3.10878	1	12.293316	1	30.945996	1	41.635836	1
6653	9223	0	2138	766227.6453	4333971.24	1	0	17	8.722363269	1	0.676923077	16.28363788	107.4582936	73.754442	12.631464	1	0.701754386	16.64529766	198.8436115	137.511702	18.881748	1	0.656716418	17.1256633	374.1000943	260.733924	41.292234	1	0.666666667	17.59971591	458.9420799	324.360288	53.487378	1	9	15.472998	86.385906	156.39345	302.026158	377.847666	9.315432	1	11.851542	1	27.259092	1	39.454236	1
6654	9224	0	2138	766229.0882	4333969.882	1	0	7	10.00876412	1	0.676923077	16.1591351	105.6959618	72.630918	12.631464	1	0.695238095	16.96389724	188.7894212	131.839542	17.414622	1	0.656410256	17.13658135	360.7867535	251.45667	41.292234	1	0.678111588	17.53362014	461.2850463	325.282014	44.979138	1	9	15.472998	85.262382	149.254164	292.748904	370.261152	9.315432	1	10.929816	1	27.259092	1	30.945996	1
6655	9226	0	2138	766232.5259	4333968.575	1	0	7	9.155946386	1	0.65625	16.32972749	105.6585458	72.718182	12.631464	1	0.677083333	16.89713461	169.7631621	118.346346	16.345638	1	0.672043011	17.0204396	343.3237542	238.579776	31.289598	1	0.682403433	17.48655161	461.8048768	325.205658	41.292234	1	8	7.155648	85.349646	134.691984	269.869374	366.497892	9.315432	1	9.860832	1	21.232422	1	27.259092	1
6656	9225	0	2138	766227.0342	4333968.031	1	0	19	8.097495354	1	0.73015873	16.60870424	115.4821448	79.73748	8.50824	1	0.706422018	16.99966193	195.8382473	137.124468	19.078092	1	0.666666667	17.21834306	363.2910494	253.861884	41.292234	1	0.677966102	17.56939593	467.3057519	329.977908	47.618874	1	9	15.472998	88.24572	156.20256	295.154118	377.596782	5.770332	1	12.593286	1	27.259092	1	33.585732	1
6657	9227	0	2138	766228.856	4333967.726	1	0	15	9.944166978	1	0.709677419	16.23177711	106.6554562	73.285398	10.068084	1	0.692307692	16.96445351	184.1070273	128.708946	17.856396	1	0.659898477	17.21579646	368.0851428	257.01975	41.292234	1	0.68220339	17.60119401	471.1126668	332.863074	44.979138	1	9	15.472998	83.353482	146.565342	298.311984	377.842212	7.739226	1	11.37159	1	27.259092	1	30.945996	1
6658	9228	0	2138	766233.423	4333967.55	1	0	11	9.683914085	1	0.6875	16.83425546	112.8872822	78.826662	12.18969	1	0.690721649	17.03089199	176.5976779	123.391296	15.996582	1	0.664835165	17.07426755	335.7820273	233.73117	31.289598	1	0.688596491	17.58543057	454.1110117	320.460678	41.292234	1	8	7.155648	91.016352	139.387878	265.020768	361.752912	9.315432	1	9.860832	1	21.232422	1	27.259092	1
6659	9229	0	2138	766226.352	4333966.929	1	0	18	7.732680279	1	0.796610169	16.65181728	116.1133953	80.151984	3.414204	1	0.709090909	16.87126358	191.3502495	133.508466	22.405032	1	0.677083333	17.42930421	365.707497	256.807044	40.943178	1	0.676595745	17.55562588	464.67664	327.779946	47.618874	1	9	15.472998	83.566188	155.913498	297.750222	375.39882	2.20887	1	15.478452	1	27.259092	1	33.585732	1
6660	9230	0	2134	766208.8748	4333969.43	1	0	14	10.21045985	1	0.634920635	17.78476518	115.0836292	81.079164	20.528856	1	0.697247706	17.79523685	214.8251609	151.986618	29.527956	1	0.666666667	17.82365727	354.4111273	251.233056	61.477488	1	0.626506024	18.08371735	479.9923063	342.445752	73.498104	1	9	15.472998	101.60802	181.514574	312.710544	415.943856	15.472998	1	19.159902	1	47.793402	1	58.33053	1
6661	9231	0	2134	766209.3653	4333969.969	1	0	22	9.727186746	1	0.661290323	17.95074279	119.5214507	84.357018	17.687322	1	0.697247706	17.79523685	214.8251609	151.986618	29.527956	1	0.670157068	17.83331228	362.2406661	256.708872	58.335984	1	0.618473896	18.09278747	480.4878266	342.789354	73.498104	1	9	15.472998	102.04434	181.514574	315.044856	416.287458	12.631464	1	19.159902	1	44.651898	1	58.33053	1
6662	9232	0	2139	766171.4938	4334036.99	1	0	12	21.65015282	1	0.807692308	18.08544535	59.71158859	42.8139	1.510758	1	0.697674419	18.85470763	100.4486471	73.678086	5.639436	1	0.56779661	18.08314132	231.203648	165.861594	22.44321	1	0.626943005	18.04109891	398.0678301	284.027958	29.849742	1	6	6.57207	44.324658	79.317522	188.304804	313.8777	0	0	4.128678	1	13.296852	1	18.827208	1
6663	9233	0	2137	766191.6102	4334021.152	1	0	23	23.34454531	1	1	19.31016191	46.70877614	34.572906	0	0	0.916666667	19.94765878	95.56033724	71.616474	3.332394	1	0.76984127	17.7320541	243.3250186	173.202678	35.980038	1	0.657894737	17.63519209	390.6841288	276.479622	79.71021	1	34	51.971166	34.572906	74.948868	209.182716	356.189832	0	0	2.89062	1	20.305242	1	58.679586	1
6664	9234	0	2137	766190.1529	4334021.765	1	0	12	23.08405196	1	1	19.32938178	43.90721871	32.604012	0	0	0.85	19.44449113	94.05447759	70.11117	6.719328	1	0.753846154	17.76819456	249.0026351	177.353172	37.943478	1	0.649350649	17.58567876	391.6585535	276.615972	80.1738	1	34	51.971166	32.604012	76.830498	215.29665	356.789772	0	0	5.355828	1	22.268682	1	58.946832	1
6665	9235	0	2137	766194.0696	4334017.903	1	0	16	22.37644128	1	1	19.8871818	52.09531512	38.827026	0	0	0.904761905	18.49181896	97.14020915	70.869276	4.728618	1	0.763358779	17.61516726	242.5658472	172.6191	40.626846	1	0.659574468	17.48541235	399.8071127	281.80818	79.012098	1	34	51.971166	38.827026	75.597894	213.245946	360.820278	0	0	4.286844	1	24.341202	1	57.283362	1
6666	9236	0	2137	766189.8299	4334014.972	1	0	19	17.34910705	1	0.882352941	17.8400299	37.02126416	26.037396	2.410668	1	0.708333333	18.90300318	90.41062785	66.260646	17.1801	1	0.619047619	17.88055608	239.0523449	170.884728	58.810482	1	0.668	17.45705112	431.5142634	304.164126	80.326512	1	34	51.971166	28.448064	83.440746	229.69521	384.490638	1.968894	1	10.640754	1	38.128914	1	58.946832	1
6667	9237	0	2137	766188.4906	4334015.84	1	0	22	17.20256149	1	0.882352941	17.8400299	37.02126416	26.037396	2.410668	1	0.708333333	18.89822365	92.84211496	68.175	14.9985	1	0.609589041	17.95998955	241.1192507	172.406394	55.488996	1	0.656	17.47863645	432.575251	304.916778	80.1738	1	34	51.971166	28.448064	83.1735	227.89539	385.090578	1.968894	1	8.459154	1	35.467362	1	58.946832	1
6668	9238	0	2137	766187.7451	4334016.029	1	0	10	16.93774653	1	0.882352941	17.8400299	37.02126416	26.037396	2.410668	1	0.70212766	18.79924905	89.29734218	65.535264	14.9985	1	0.598639456	17.87095784	236.8243793	168.959466	59.895828	1	0.64	17.482272	427.7141931	301.709826	81.308232	1	34	51.971166	28.448064	80.533764	228.855294	383.018058	1.968894	1	8.459154	1	39.874194	1	59.732208	1
6669	9239	0	2137	766181.2875	4334021.186	1	0	23	19.14164729	1	1	16.61007937	41.62020841	28.589868	0	0	0.641509434	18.43908891	94.04429773	68.61132	15.663888	1	0.594202899	17.75842623	227.0963543	161.678376	47.651598	1	0.577868852	17.54748659	416.4550335	293.88879	82.224504	1	34	51.971166	28.589868	84.275208	209.329974	376.113294	0	0	6.277554	1	33.089418	1	61.308414	1
6670	9240	0	2137	766182.731	4334018.857	1	0	22	17.5314456	1	0.85	16.92891713	38.43225701	26.571888	3.332394	1	0.612244898	18.3183651	80.4931259	58.565052	16.9074	1	0.590604027	17.72321204	236.4625772	167.890482	61.559298	1	0.592741935	17.47196792	420.8040163	296.359452	82.884438	1	34	51.971166	29.904282	75.472452	229.44978	379.24389	1.968894	1	8.04465	1	42.43212	1	61.308414	1
6671	9241	0	2139	766162.3599	4334032.772	1	0	21	11.80138888	1	0.459459459	17.00735135	63.13884367	44.171946	8.677314	1	0.485714286	17.60382734	135.7404164	96.339456	11.257056	1	0.536912752	17.89957983	292.0854561	207.944658	26.746416	1	0.520618557	18.26827112	375.5009962	269.383968	43.93197	1	6	6.57207	52.84926	107.596512	234.691074	313.315938	6.970212	1	8.933652	1	15.723882	1	28.475334	1
6672	9242	0	2139	766161.6282	4334033.825	1	0	12	12.00372093	1	0.435897436	16.94209204	65.05586291	45.399096	9.02637	1	0.470588235	17.46685172	129.1536861	91.51812	11.257056	1	0.537931034	18.04711267	288.5403667	206.057574	24.777522	1	0.530927835	18.21299902	378.7406967	271.374678	42.884802	1	6	6.57207	54.425466	102.775176	230.835096	314.25948	6.970212	1	8.933652	1	13.754988	1	27.777222	1
6673	9243	0	2139	766162.3837	4334046.832	1	0	17	20.41589645	1	0.8	18.89851439	34.98543485	25.322922	1.510758	1	0.617021277	19.83872476	116.4354979	85.862322	6.621156	1	0.526315789	19.30337414	218.2510272	160.549398	13.836798	1	0.644808743	18.39083821	402.6160292	289.612854	25.541082	1	2	2.361582	26.83368	92.483478	174.386196	315.153936	0	0	4.914054	1	11.513394	1	21.483306	1
6674	9244	0	2139	766164.4269	4334045.783	1	0	11	21.38777142	1	0.833333333	18.58258593	41.83485127	30.13335	1.510758	1	0.619047619	19.34277274	97.49386178	71.42013	6.621156	1	0.537634409	18.99696332	209.5140454	153.524646	13.395024	1	0.64893617	18.33572354	410.9082726	295.214112	26.037396	1	2	2.361582	31.644108	78.041286	166.91967	321.251508	0	0	4.914054	1	11.07162	1	19.514412	1
6675	9245	0	2139	766166.0359	4334045.797	1	0	19	22.73256132	1	0.85	18.53225417	46.75531835	33.716628	1.510758	1	0.648648649	18.74333215	84.94895869	61.313868	5.050404	1	0.559139785	19.10497317	214.5237721	157.26609	12.32604	1	0.652406417	18.3873258	409.7571425	295.03413	26.037396	1	2	2.361582	35.227386	66.364272	169.59213	321.071526	0	0	3.343302	1	10.002636	1	19.514412	1
6676	9247	0	2139	766169.9366	4334042.888	1	0	22	24.29843037	1	0.875	18.23707512	55.6026817	39.906918	1.510758	1	0.675675676	18.63769397	86.41695653	62.519202	4.85406	1	0.621052632	18.67109413	214.812402	155.908044	11.257056	1	0.637755102	18.38947632	414.8159216	298.791936	30.984174	1	6	6.57207	41.417676	67.373262	167.1651	329.77611	0	0	3.343302	1	8.933652	1	19.96164	1
6677	9246	0	2139	766169.3929	4334044.948	1	0	13	25.22691985	1	0.909090909	18.12732744	50.00300754	35.843688	1.510758	1	0.705882353	18.76682041	82.3802647	59.546772	3.086964	1	0.608695652	18.82228682	209.6216431	152.646552	11.257056	1	0.648648649	18.31788393	396.5359594	285.48963	24.62481	1	2	2.361582	37.354446	62.633736	163.903608	310.11444	0	0	1.576206	1	8.933652	1	14.693076	1
6678	9248	0	2152	766211.3013	4334079.115	2	0	9	40.86913667	1	1	15.14343189	126.4097117	85.049676	0	0	1	15.11963784	214.9901846	144.629172	0	0	0.92	15.60113956	436.9471941	298.682856	0	0	0.857142857	15.43865194	579.9522709	395.191386	1.543482	1	12	6.337548	85.049676	144.629172	298.682856	396.734868	0	0	0	0	0	0	1.543482	1
6679	9249	0	2160	766219.6617	4334087.129	2	0	27	29.40877351	1	0.890625	13.65077837	100.7273715	65.044404	0	0	0.857142857	14.46700099	206.2258574	135.837324	0	0	0.796	14.48376995	421.4905691	280.313784	1.679832	1	0.813031161	15.16314021	631.9499397	427.609962	6.337548	1	12	6.337548	65.044404	135.837324	281.993616	433.94751	0	0	0	0	1.679832	1	6.337548	1
6680	9250	0	2152	766223.3308	4334082.516	2	0	16	29.53878196	1	0.915254237	14.88942293	107.2241552	71.33832	0	0	0.867924528	14.64936086	186.9914237	124.067592	0	0	0.786324786	14.89292203	412.0237327	277.019568	1.679832	1	0.804154303	15.16382335	602.0712521	407.582874	6.337548	1	12	6.337548	71.33832	124.067592	278.6994	413.920422	0	0	0	0	1.679832	1	6.337548	1
6681	9252	0	2152	766218.8617	4334078.158	2	0	9	35.77982178	1	1	14.92339413	118.584553	78.952104	0	0	0.91588785	15.42421933	205.2439347	138.837024	0	0	0.896226415	15.50034398	407.3158813	276.49053	0.921726	1	0.830188679	15.30136702	584.6564703	397.13301	2.732454	1	12	6.337548	78.952104	138.837024	277.412256	399.865464	0	0	0	0	0.921726	1	2.732454	1
6682	9251	0	2152	766219.4669	4334078.082	2	0	7	35.41129015	1	1	14.92339413	118.584553	78.952104	0	0	0.91509434	15.41593148	203.0042343	137.391714	0	0	0.882075472	15.46682737	405.6805461	275.296104	0.921726	1	0.829113924	15.30033737	580.7020664	394.525998	2.732454	1	12	6.337548	78.952104	137.391714	276.21783	397.258452	0	0	0	0	0.921726	1	2.732454	1
6683	9254	0	2153	766252.5264	4334072.429	2	0	22	14.65179078	1	0.90625	15.82773646	58.82650961	39.62331	1.843452	1	0.945945946	16.67248725	155.073682	107.640144	1.843452	1	0.785276074	16.25082066	326.140724	226.133748	3.29967	1	0.6796875	16.40223562	505.0534462	352.153872	8.448246	1	3	1.843452	41.466762	109.483596	229.433418	360.602118	1.843452	1	1.843452	1	3.29967	1	8.448246	1
6684	9253	0	2152	766219.7906	4334076.647	2	0	16	36.2408821	1	1	15.02838844	112.6104115	75.139758	0	0	0.930693069	15.45001522	193.9732249	131.490486	0	0	0.900990099	15.65105254	395.6853762	269.869374	0	0	0.828478964	15.29814082	567.264256	385.477812	2.732454	1	12	6.337548	75.139758	131.490486	269.869374	388.210266	0	0	0	0	0	0	2.732454	1
6685	9255	0	2153	766250.612	4334066.937	2	0	18	15.13747914	1	0.842105263	16.99632313	36.78786537	25.208388	1.843452	1	0.943396226	16.18085288	105.0849555	71.398314	1.843452	1	0.872483221	16.6610036	316.5809622	221.039712	1.843452	1	0.773504274	16.64991684	482.4183571	337.16628	5.197662	1	3	1.843452	27.05184	73.241766	222.883164	342.363942	1.843452	1	1.843452	1	1.843452	1	5.197662	1
6686	9256	0	2152	766217.6441	4334076.129	2	0	12	38.08245651	1	1	14.70997394	106.674983	70.809282	0	0	0.971698113	15.9009315	213.13355	146.172654	0	0	0.906403941	15.69992627	399.8271256	272.901798	0	0	0.831683168	15.47199245	569.6373067	389.066544	1.679832	1	12	6.337548	70.809282	146.172654	272.901798	390.746376	0	0	0	0	0	0	1.679832	1
6687	9257	0	2152	766220.4038	4334074.829	2	0	18	37.21937745	1	1	15.39144411	110.6753799	74.93796	0	0	0.946808511	15.62288284	183.5995164	125.131122	0	0	0.896907216	15.74163172	384.2091531	262.190142	0	0	0.829431438	15.41732394	559.2044011	381.136428	1.679832	1	12	6.337548	74.93796	125.131122	262.190142	382.81626	0	0	0	0	0	0	1.679832	1
6688	9258	0	2152	766226.3763	4334064.449	2	0	15	39.38131108	1	1	17.19772964	96.04775783	67.749588	0	0	1	16.68547462	172.0044128	119.955276	0	0	0.934306569	16.50304108	294.0544197	203.499648	0	0	0.879310345	16.37887493	482.2603701	333.59391	2.765178	1	3	1.843452	67.749588	119.955276	203.499648	336.359088	0	0	0	0	0	0	2.765178	1
6689	9261	0	2152	766217.5106	4334072.407	2	0	9	40.93350392	1	1	15.47244492	111.8185611	75.72879	0	0	1	16.16049554	204.612133	141.01317	0	0	0.930107527	15.94479724	375.9575684	257.908752	0	0	0.864285714	15.75486678	548.7299993	376.347816	1.188972	1	12	6.337548	75.72879	141.01317	257.908752	377.536788	0	0	0	0	0	0	1.188972	1
6690	9260	0	2152	766221.8584	4334067.709	2	0	20	42.17558737	1	1	15.86737486	106.2379104	72.778176	0	0	1	16.45695782	189.5242472	131.463216	0	0	0.935897436	16.44513021	332.4490702	230.098806	0	0	0.876984127	16.21157799	514.7062119	356.915214	2.416122	1	12	6.337548	72.778176	131.463216	230.098806	359.331336	0	0	0	0	0	0	2.416122	1
6691	9259	0	2152	766225.7919	4334063.46	2	0	18	40.0174436	1	1	17.43149858	98.25258893	69.603948	0	0	1	16.64075221	177.9099404	123.843978	0	0	0.941605839	16.44277846	292.1379444	202.01616	0	0	0.885964912	16.54072415	482.1726369	335.742786	1.843452	1	3	1.843452	69.603948	123.843978	202.01616	337.586238	0	0	0	0	0	0	1.843452	1
6692	9262	0	2152	766219.2253	4334070.249	2	0	11	41.55393117	1	1	16.15991513	115.6580335	79.759296	0	0	1	16.31108661	203.4843411	140.751378	0	0	0.942196532	16.19194833	358.639377	247.377078	0	0	0.863636364	15.89229013	525.5885861	360.902088	1.188972	1	12	6.337548	79.759296	140.751378	247.377078	362.09106	0	0	0	0	0	0	1.188972	1
6693	9263	0	2152	766222.6774	4334066.386	2	0	12	42.89279678	1	1	16.28845375	106.7142387	73.798074	0	0	1	16.36028189	179.2869833	124.083954	0	0	0.935064935	16.50167249	329.8803543	228.71349	0	0	0.883817427	16.22888071	495.8684759	343.312938	2.148876	1	12	6.337548	73.798074	124.083954	228.71349	345.461814	0	0	0	0	0	0	2.148876	1
6694	9264	0	2152	766217.7398	4334071.384	2	0	15	41.57252662	1	1	15.78862571	113.3296815	77.495886	0	0	1	16.4094485	211.9605583	146.859858	0	0	0.934065934	16.166374	376.1496258	259.424964	0	0	0.864963504	15.89649425	545.1350064	374.875236	1.188972	1	12	6.337548	77.495886	146.859858	259.424964	376.064208	0	0	0	0	0	0	1.188972	1
6695	9265	0	2152	766216.5285	4334072.373	2	0	12	41.60217855	1	1	15.52584053	112.534633	76.252374	0	0	1	16.31641781	214.2988302	148.10337	0	0	0.935135135	15.88114639	371.4092073	254.478186	0	0	0.866425993	15.74778484	542.6866307	371.951892	1.188972	1	12	6.337548	76.252374	148.10337	254.478186	373.140864	0	0	0	0	0	0	1.188972	1
6696	9266	0	2152	766221.0142	4334066.588	2	0	8	43.57320018	1	1	16.12508972	111.2230621	76.579614	0	0	1	16.52439274	193.2448791	134.03205	0	0	0.936305732	16.57082849	338.9037046	235.127394	0	0	0.897540984	16.36341397	510.3640513	354.869964	0.921726	1	12	6.337548	76.579614	134.03205	235.127394	355.79169	0	0	0	0	0	0	0.921726	1
6697	9267	0	2152	766218.0738	4334069.721	2	0	5	42.66937832	1	1	16.02724952	111.900004	77.054112	0	0	1	16.43624045	212.6397654	147.33981	0	0	0.942528736	16.22489219	362.1928883	249.82047	0	0	0.884615385	16.24390166	535.0888279	371.291958	1.188972	1	12	6.337548	77.054112	147.33981	249.82047	372.48093	0	0	0	0	0	0	1.188972	1
6698	9268	0	2152	766217.5608	4334070.105	2	0	6	42.68161052	1	1	15.97822179	113.4236325	77.975838	0	0	1	16.43624045	212.6397654	147.33981	0	0	0.943181818	16.15004222	363.3323464	250.36587	0	0	0.882129278	16.13544206	535.1595498	370.610208	1.188972	1	12	6.337548	77.975838	147.33981	250.36587	371.79918	0	0	0	0	0	0	1.188972	1
6699	9269	0	2152	766219.4381	4334066.955	2	0	14	44.12100055	1	1	16.15205525	111.4921928	76.835952	0	0	1	16.33498022	199.9023312	138.253446	0	0	0.93902439	16.50498816	351.0152215	243.662904	0	0	0.907563025	16.35696855	499.8176025	347.294358	0	0	12	6.337548	76.835952	138.253446	243.662904	347.294358	0	0	0	0	0	0	0	0
6700	9270	0	2152	766216.8359	4334066.559	2	0	16	45.94152948	1	1	16.11916829	119.2071913	82.19178	0	0	1	16.2933632	199.1373737	137.54988	0	0	0.940828402	16.39346096	357.5344673	247.709772	0	0	0.914529915	16.43167673	494.9861242	344.58372	0	0	12	6.337548	82.19178	137.54988	247.709772	344.58372	0	0	0	0	0	0	0	0
6701	9271	0	2152	766221.0307	4334054.775	2	0	27	46.09786872	1	1	17.75497481	110.8726522	79.088454	0	0	1	17.45482892	178.9229299	126.28737	0	0	1	17.41778718	270.9398027	191.937168	0	0	0.95480226	17.4125742	412.4721498	292.694364	0	0	3	1.843452	79.088454	126.28737	191.937168	292.694364	0	0	0	0	0	0	0	0
6702	9272	0	2152	766213.5891	4334071.532	2	0	9	44.20748209	1	1	15.09095233	105.3246773	70.798374	0	0	1	16.46661874	227.9851919	158.236902	0	0	0.943877551	16.11327884	402.1398117	277.548606	0	0	0.91796875	16.2017312	527.9340265	366.503346	0	0	12	6.337548	70.798374	158.236902	277.548606	366.503346	0	0	0	0	0	0	0	0
6703	9273	0	2152	766214.2699	4334066.036	2	0	16	47.91457161	1	1	16.0628887	124.5965864	85.840506	0	0	1	16.49523518	207.1265569	143.947422	0	0	0.964071856	16.62261644	361.2122735	251.669376	0	0	0.931623932	16.53886901	499.4657512	349.094178	0	0	12	6.337548	85.840506	143.947422	251.669376	349.094178	0	0	0	0	0	0	0	0
6704	9274	0	2152	766212.0134	4334070.614	2	0	13	45.9611314	1	1	14.79005621	105.8472478	70.389324	0	0	1	16.50771825	224.6758906	156.055302	0	0	0.948979592	16.237397	407.2081323	281.840904	0	0	0.921259843	16.35687146	532.2335877	370.637478	0	0	12	6.337548	70.389324	156.055302	281.840904	370.637478	0	0	0	0	0	0	0	0
6705	9275	0	2152	766212.3281	4334063.607	2	0	15	51.02431118	0	1	16.55431831	142.3226673	98.646498	0	0	1	16.53279569	199.3635951	138.64068	0	0	0.993548387	17.23761828	354.4029368	251.189424	0	0	0.950672646	16.66606875	482.128647	337.82076	0	0	12	6.337548	98.646498	138.64068	251.189424	337.82076	0	0	0	0	0	0	0	0
6706	9276	0	2152	766211.4062	4334071.495	2	0	19	45.76429594	1	1	14.99547954	108.0098134	72.358218	0	0	1	16.48250276	228.2558059	158.542326	0	0	0.948453608	16.15373947	399.5536851	276.097842	0	0	0.921568627	16.32909109	532.6740743	370.833822	0	0	12	6.337548	72.358218	158.542326	276.097842	370.833822	0	0	0	0	0	0	0	0
6707	9277	0	2152	766211.511	4334063.875	2	0	10	51.32847695	0	1	16.21166808	137.8000012	94.605084	0	0	1	16.74315781	203.1771708	142.191234	0	0	0.993710692	17.11669162	359.2670627	254.069136	0	0	0.951327434	16.66311172	488.6063414	342.243954	0	0	12	6.337548	94.605084	142.191234	254.069136	342.243954	0	0	0	0	0	0	0	0
6708	9278	0	2152	766210.269	4334074.345	2	0	18	44.66662073	1	1	15.19594244	112.0008501	75.56517	0	0	1	16.11820741	242.3800282	167.197824	0	0	0.937198068	15.96085187	417.4143102	287.605782	0	0	0.915441176	15.94913791	546.5656414	377.36226	0	0	12	6.337548	75.56517	167.197824	287.605782	377.36226	0	0	0	0	0	0	0	0
