TreeNum	RecordNum	Response	Elevation	Easting	Northing	ElevCat	IndEdge15M	IndDBHIn	DeadDist	DeadDistInd	PropJP25	NeighQMD25	NeighSDIAlt25	NeighBSA25	BSADead25	BSADeadInd25	PropJP5	NeighQMD5	NeighSDIAlt5	NeighBSA5	BSADead5	BSADeadInd5	PropJP1	NeighQMD1	NeighSDIAlt1	NeighBSA1	BSADead1	BSADeadInd1	PropJP15	NeighQMD15	NeighSDIAlt15	NeighBSA15	BSADead15	BSADeadInd15	TreesPClus	BAPClus	NeighBSA9125	NeighBSA915	NeighBSA911	NeighBSA9115	BSADead25NEW	BSADeadInd25NEW	BSADead5NEW	BSADeadInd5NEW	BSADead1NEW	BSADeadInd1NEW	BSADead15NEW	BSADeadInd15NEW
2727	15579	0	2166	766167.2289	4334124.731	2	0	9	24.13494681	1	0.959183673	11.30558829	56.4977255	34.158402	0	0	0.887850467	11.8317609	131.8359176	80.931906	0.441774	1	0.930851064	12.66249224	255.4062891	162.654642	0.70902	1	0.953333333	12.80256708	415.6620484	265.50072	0.905364	1	1	0.441774	34.158402	81.37368	163.363662	266.406084	0	0	0.441774	1	0.441774	1	0.638118	1
2728	15580	0	2166	766163.2049	4334124.216	2	0	7	20.83167805	1	0.866666667	10.70591737	63.43427879	37.507158	0	0	0.882882883	11.52699265	130.0599978	78.990282	0.70902	1	0.932291667	11.98617625	239.9994947	148.877838	0.70902	1	0.954983923	12.41451287	411.8150567	258.895926	1.494396	1	1	0.441774	37.507158	79.699302	149.586858	260.390322	0	0	0.441774	1	0.441774	1	1.22715	1
2729	15581	0	2166	766163.3049	4334125.079	2	0	11	21.52751493	1	0.883333333	10.60031446	62.47333071	36.770868	0	0	0.891891892	11.44912961	128.858755	77.926752	0.70902	1	0.932291667	11.9758529	239.4416941	148.6215	0.70902	1	0.951768489	12.43772762	411.0806433	259.021368	1.69074	1	1	0.441774	36.770868	78.635772	149.33052	260.712108	0	0	0.441774	1	0.441774	1	1.423494	1
2730	15582	0	2166	766159.3109	4334129.045	2	0	6	22.45047636	1	0.927272727	9.975424347	52.11080245	29.849742	0	0	0.891891892	10.99332575	121.0497767	71.845542	0.70902	1	0.9375	11.5974135	246.8627873	151.113978	0.70902	1	0.955974843	12.16278477	407.6077774	254.150946	0.905364	1	1	0.441774	29.849742	72.554562	151.822998	255.05631	0	0	0.441774	1	0.441774	1	0.638118	1
2731	15583	0	2166	766164.633	4334130.057	2	0	7	26.19702351	1	0.980392157	10.2134091	50.25051725	29.01528	0	0	0.913461538	11.56918985	124.6573043	75.91968	0	0	0.929347826	12.29267628	238.6010916	149.995908	0.70902	1	0.951890034	12.23354904	374.7201295	235.078308	0.905364	1	1	0.441774	29.01528	75.91968	150.704928	235.983672	0	0	0	0	0.441774	1	0.638118	1
2732	15584	0	2166	766166.9086	4334131.004	2	0	9	28.35901451	1	1	10.77978217	57.78739827	34.22385	0	0	0.92	11.74308307	122.399082	75.21066	0	0	0.927777778	12.11137454	228.1392846	142.40394	0.70902	1	0.942028986	12.36857105	358.3094174	226.111932	2.487024	1	1	0.441774	34.22385	75.21066	143.11296	228.598956	0	0	0	0	0.441774	1	2.219778	1
2733	15585	0	2166	766168.8008	4334130.809	2	0	6	29.46605509	1	1	10.90421757	55.53442138	33.073056	0	0	0.932692308	11.56420206	124.1635286	75.854232	0	0	0.928176796	12.27342134	234.5735999	147.061656	0.70902	1	0.930147059	12.50696775	355.5069061	225.228384	4.19958	1	1	0.441774	33.073056	75.854232	147.770676	229.427964	0	0	0	0	0.441774	1	2.219778	1
2734	15586	0	2166	766166.491	4334135.557	2	0	5	31.74860837	1	1	10.51744582	62.34518794	36.198198	0	0	0.966292135	11.64117064	107.4973889	65.780694	0	0	0.921787709	12.16015288	227.111645	141.94035	0.905364	1	0.923371648	12.12468294	323.8868836	202.048884	4.248666	1	1	0.441774	36.198198	65.780694	142.845714	206.29755	0	0	0	0	0.638118	1	2.219778	1
2735	15587	0	2166	766167.4436	4334136.472	2	0	14	31.73812433	1	1	10.62700961	63.32597939	36.956304	0	0	0.987951807	11.67739037	100.6368049	61.728372	0	0	0.925714286	12.04352571	218.6208389	136.066392	0.905364	1	0.921259843	12.40408096	325.9844099	205.593984	4.248666	1	3	1.778004	36.956304	61.728372	136.971756	209.84265	0	0	0	0	0.638118	1	2.219778	1
2736	15588	0	2166	766169.8772	4334132.889	2	0	6	31.72773997	1	1	11.23439088	59.52306174	35.794602	0	0	0.978494624	11.72260017	113.281141	69.70212	0	0	0.922651934	12.32677728	234.7025265	147.514338	0.905364	1	0.925093633	12.60829062	351.2359388	223.690356	4.248666	1	1	0.441774	35.794602	69.70212	148.419702	227.939022	0	0	0	0	0.638118	1	2.219778	1
2737	15589	0	2170	766210.4633	4334123.562	2	0	19	33.37043578	1	1	14.17014832	48.15732498	31.758642	0	0	0.949152542	14.41926677	99.62573362	66.904218	0	0	0.786585366	14.4907298	274.1436164	183.238038	1.150794	1	0.75	14.52501102	501.8173728	334.842876	5.361282	1	12	6.337548	31.758642	66.904218	184.388832	340.204158	0	0	0	0	1.150794	1	5.361282	1
2738	15590	0	2170	766213.1048	4334126.917	2	0	18	32.55909783	1	1	15.37313674	44.90636825	30.935088	0	0	0.926829268	15.40430728	77.33840063	53.061966	0	0	0.742331288	14.40344124	269.6673142	179.905644	1.150794	1	0.699029126	14.5894035	500.3704814	334.335654	11.61702	1	12	6.337548	30.935088	53.061966	181.056438	345.952674	0	0	0	0	1.150794	1	11.61702	1
2739	15591	0	2170	766219.5156	4334134.269	2	0	17	29.94881311	1	1	15.53669492	34.34671075	23.69763	0	0	0.875	17.81712659	95.88144328	69.254892	0	0	0.609589041	15.87521301	266.9901716	184.187034	5.743062	1	0.631410256	14.58277555	497.7708504	331.71228	13.793166	1	12	6.337548	23.69763	69.254892	189.930096	345.505446	0	0	0	0	5.743062	1	13.52592	1
2740	15592	0	2170	766220.2537	4334129.166	2	0	20	26.96158479	1	1	15.57832502	36.33912303	25.148394	0	0	0.711111111	16.62394525	96.25393791	67.825944	0	0	0.596385542	15.04904263	276.0800031	187.748496	7.128378	1	0.647619048	14.79334321	521.7763008	349.715934	11.813364	1	12	6.337548	25.148394	67.825944	194.876874	361.529298	0	0	0	0	7.128378	1	11.813364	1
2741	15593	0	2170	766225.3265	4334126.935	2	0	21	21.42075763	1	0.76	17.16158501	55.92966207	40.157802	0	0	0.485714286	15.92548938	131.982917	91.294506	1.150794	1	0.523316062	15.07618747	319.8945946	216.938304	8.300988	1	0.629969419	14.71796253	537.337372	359.156808	12.05334	1	12	6.337548	40.157802	92.4453	225.239292	371.210148	0	0	1.150794	1	8.300988	1	12.05334	1
2742	15594	0	2170	766229.5635	4334127.548	2	0	31	17.87918267	1	0.655172414	16.91470197	61.32274731	43.691994	0.659934	1	0.448717949	15.83346551	145.0874923	99.813654	1.41804	1	0.495145631	15.43439115	355.1277664	241.661286	8.764578	1	0.619631902	14.84835041	542.1981756	363.143682	12.975066	1	12	6.337548	44.351928	101.231694	250.425864	376.118748	0.659934	1	1.41804	1	8.764578	1	12.975066	1
2743	15595	0	2170	766225.4827	4334126.153	2	0	9	20.98664184	1	0.730769231	16.94220946	56.92966207	40.703202	0	0	0.47826087	15.92434034	129.8566756	89.898282	1.150794	1	0.52020202	14.93430056	324.9127065	218.956284	8.300988	1	0.634146341	14.77547813	542.7174762	363.160044	12.05334	1	12	6.337548	40.703202	91.049076	227.257272	375.213384	0	0	1.150794	1	8.300988	1	12.05334	1
2744	15596	0	2170	766218.9932	4334123.679	2	0	9	25.84495048	1	0.916666667	15.88631487	47.30662014	33.034878	0	0	0.65	15.78448605	118.1455787	81.531846	0	0	0.627027027	14.29895896	295.3686047	196.26219	5.361282	1	0.66025641	14.86745564	522.1918387	350.817642	11.197062	1	12	6.337548	33.034878	81.531846	201.623472	362.014704	0	0	0	0	5.361282	1	11.197062	1
2745	15597	0	2170	766218.8589	4334122.049	2	0	12	25.15067224	1	0.88	16.0224842	50.10817757	35.003772	0	0	0.636363636	15.50979839	124.5063599	85.278744	0.087264	1	0.632653061	14.25591747	310.6939508	206.166654	5.628528	1	0.673076923	14.85837579	524.6324396	352.797444	8.568234	1	12	6.337548	35.003772	85.366008	211.795182	361.365678	0	0	0.087264	1	5.628528	1	8.568234	1
2746	15598	0	2170	766217.9872	4334121.086	2	0	10	25.496031	1	0.884615385	15.75534097	50.54866423	35.200116	0	0	0.691176471	14.82793469	121.0375048	81.542754	0	0	0.648514851	14.14543263	318.6194694	210.622572	5.361282	1	0.688102894	14.76320488	518.8258658	348.29244	8.300988	1	12	6.337548	35.200116	81.542754	215.983854	356.593428	0	0	0	0	5.361282	1	8.300988	1
2747	15599	0	2170	766219.7257	4334120.514	2	0	11	23.68099684	1	0.766666667	15.98019608	60.01456517	41.783094	0	0	0.625	15.09730345	127.9426225	87.01857	0.35451	1	0.629807692	14.03257871	319.9439742	210.49713	6.337548	1	0.667711599	14.69191441	524.2045851	350.823096	9.424512	1	12	6.337548	41.783094	87.37308	216.834678	360.247608	0	0	0.35451	1	6.337548	1	9.424512	1
2748	15600	0	2170	766215.9944	4334120.341	2	0	6	27.02187709	1	1	14.45683229	45.69376047	30.776922	0	0	0.746478873	14.4324556	120.4223331	80.659206	0	0	0.681372549	13.95254347	316.4814135	208.102824	3.785076	1	0.70846395	14.48920585	520.4713107	345.789054	8.104644	1	12	6.337548	30.776922	80.659206	211.8879	353.893698	0	0	0	0	3.785076	1	8.104644	1
2749	15601	0	2170	766219.1317	4334117.886	2	0	16	23.2176222	1	0.794117647	15.13760413	61.98565939	42.492114	0	0	0.634146341	14.27760484	133.5941672	88.943832	0.35451	1	0.656108597	13.87900552	335.1792933	219.572586	6.337548	1	0.689655172	14.54200811	520.3011115	346.007214	8.568234	1	12	6.337548	42.492114	89.298342	225.910134	354.575448	0	0	0.35451	1	6.337548	1	8.568234	1
2750	15602	0	2170	766220.2995	4334116.359	2	0	6	21.63494101	1	0.725	15.49435381	76.4972305	52.374762	0	0	0.588888889	14.47797516	145.407218	97.173918	1.41804	1	0.654867257	14.02367824	349.0668495	229.537044	6.337548	1	0.68	14.64997306	533.9135198	355.84623	9.424512	1	12	6.337548	52.374762	98.591958	235.874592	365.270742	0	0	1.41804	1	6.337548	1	9.424512	1
2751	15603	0	2170	766220.1493	4334115.658	2	0	11	21.59057881	1	0.731707317	15.28110582	76.5687439	52.216596	0	0	0.586956522	14.22883587	144.583138	96.066756	1.41804	1	0.657777778	14.04352724	348.156586	229.111632	6.337548	1	0.682098765	14.63154937	532.7543529	354.951774	9.228168	1	12	6.337548	52.216596	97.484796	235.44918	364.179942	0	0	1.41804	1	6.337548	1	9.228168	1
2752	15604	0	2170	766217.4438	4334117.66	2	0	7	24.74698572	1	0.828571429	15.27088734	64.98355138	44.515548	0	0	0.7	14.50198925	134.0049534	89.467416	0.35451	1	0.680365297	13.92220353	336.5712987	220.94154	5.628528	1	0.702875399	14.64927819	519.300713	346.448988	8.104644	1	12	6.337548	44.515548	89.821926	226.570068	354.553632	0	0	0.35451	1	5.628528	1	8.104644	1
2753	15605	0	2170	766219.2706	4334115.572	2	0	8	22.42082351	1	0.75	15.13935269	73.36325173	50.002272	0	0	0.619565217	14.15980226	145.1154221	96.230376	0.758106	1	0.666666667	13.98523702	345.7581026	227.21364	6.337548	1	0.689440994	14.62681471	528.8305895	352.388394	9.228168	1	12	6.337548	50.002272	96.988482	233.551188	361.616562	0	0	0.758106	1	6.337548	1	9.228168	1
2754	15606	0	2170	766212.2056	4334116.462	2	0	11	29.50439426	1	1	13.82234216	55.93662533	36.470898	0	0	0.869565217	13.84738242	146.4492125	96.214014	0	0	0.743842365	14.02481485	321.0561262	211.337046	2.339766	1	0.74433657	14.60985323	517.7832654	345.750876	6.337548	1	12	6.337548	36.470898	96.214014	213.676812	352.088424	0	0	0	0	2.339766	1	6.337548	1
2755	15607	0	2168	766206.1777	4334114.459	2	0	6	35.11762246	1	1	12.30953249	80.66912363	50.411322	0	0	0.963302752	13.16828272	160.7533194	103.086054	0	0	0.860103627	14.36163446	323.1358206	214.86033	0.35451	1	0.798076923	14.38145436	517.3355231	344.049228	3.125142	1	12	6.337548	50.411322	103.086054	215.21484	347.17437	0	0	0	0	0.35451	1	3.125142	1
2756	15608	0	2168	766204.6378	4334114.993	2	0	12	36.71269285	1	1	12.28432993	83.10596955	51.851178	0	0	0.990654206	13.11345175	156.7850433	100.3536	0	0	0.878947368	14.34463039	320.7363551	213.229584	0	0	0.815789474	14.36894022	504.3462713	335.568258	2.339766	1	12	6.337548	51.851178	100.3536	213.229584	337.908024	0	0	0	0	0	0	2.339766	1
2757	15609	0	2168	766201.591	4334114.755	2	0	6	39.70711132	1	1	12.26228512	86.56978205	54.125496	0	0	1	12.86692241	148.0559603	93.906972	0	0	0.927083333	14.34689281	323.9241438	215.54208	0	0	0.837288136	14.47752106	494.8924752	330.370596	2.339766	1	12	6.337548	54.125496	93.906972	215.54208	332.710362	0	0	0	0	0	0	2.339766	1
2758	15610	0	2168	766197.7716	4334115.696	2	0	8	43.61227806	1	1	12.22190656	83.53868743	52.14024	0	0	1	12.94199857	154.0015399	97.746588	0	0	0.964285714	14.32423378	329.3640286	219.338064	0	0	0.896296296	14.38710699	455.8563351	303.67872	0.087264	1	12	6.337548	52.14024	97.746588	219.338064	303.765984	0	0	0	0	0	0	0.087264	1
2759	15611	0	2168	766195.5185	4334116.66	2	0	22	45.97408097	1	1	12.50310306	78.48984223	49.451418	0	0	1	13.18002136	159.5302224	102.322494	0	0	0.975124378	14.12435883	329.8890616	218.699946	0	0	0.900383142	14.30630973	437.7669321	291.347226	0	0	12	6.337548	49.451418	102.322494	218.699946	291.347226	0	0	0	0	0	0	0	0
2760	15612	0	2172	766271.4062	4334137.118	2	1	16	15.29657045	1	0.763636364	15.43487266	98.24773587	66.2661	2.257956	1	0.601851852	16.05363202	182.2694332	125.098398	10.733472	1	0.571428571	15.85885194	315.5533663	215.356644	14.9985	1	0.571428571	15.00236388	514.2310986	346.16538	20.337966	1	1	0.921726	68.524056	135.83187	230.355144	366.503346	2.257956	1	10.733472	1	14.9985	1	20.337966	1
2761	15613	0	2172	766272.0551	4334140.72	2	1	6	14.03605799	1	0.833333333	14.77091737	89.46693978	59.497686	2.257956	1	0.633663366	15.49577515	162.8177154	110.00718	10.269882	1	0.587064677	15.43860663	334.3806864	226.193742	15.391188	1	0.617554859	14.67553844	493.5837659	328.898016	19.49805	1	9	6.46299	61.755642	120.277062	241.58493	348.396066	2.257956	1	10.269882	1	15.391188	1	19.49805	1
2762	15614	0	2172	766272.8114	4334141.15	2	1	10	13.79511458	1	0.836363636	14.6682263	90.16591122	59.846742	2.257956	1	0.647058824	15.43525377	163.6621368	110.448954	10.269882	1	0.587939698	15.33383308	330.7276095	223.134048	14.464008	1	0.623824451	14.63479774	494.6940255	329.410692	19.14354	1	9	6.46299	62.104698	120.718836	237.598056	348.554232	2.257956	1	10.269882	1	14.464008	1	19.14354	1
2763	15615	0	2172	766273.2252	4334140.981	2	1	10	14.07160852	1	0.833333333	14.77091737	89.46693978	59.497686	2.257956	1	0.64	15.47676066	160.4741854	108.430974	10.269882	1	0.58974359	15.38093298	326.5916533	220.636116	14.267664	1	0.621019108	14.67592149	488.1243515	325.391094	19.14354	1	9	6.46299	61.755642	118.700856	234.90378	344.534634	2.257956	1	10.269882	1	14.267664	1	19.14354	1
2764	15616	0	2172	766273.6191	4334140.77	2	1	16	14.39046912	1	0.830188679	14.86538233	88.62251839	59.055912	2.257956	1	0.636363636	15.55164488	159.9100513	108.163728	10.269882	1	0.59375	15.42705684	324.3690534	219.365334	13.60773	1	0.618589744	14.75570768	488.4956695	326.563704	19.14354	1	9	6.46299	61.313868	118.43361	232.973064	345.707244	2.257956	1	10.269882	1	13.60773	1	19.14354	1
2765	15617	0	2181	766279.1436	4334149.888	2	1	6	10.96357955	1	0.759259259	14.368948	77.32456633	50.673114	6.46299	1	0.727272727	14.12716968	130.4991598	84.902418	7.384716	1	0.678217822	13.68428546	286.3502148	184.857876	11.37159	1	0.672473868	14.05457249	425.7699559	277.952202	14.349474	1	9	6.46299	57.136104	92.287134	196.229466	292.301676	6.46299	1	7.384716	1	11.37159	1	14.349474	1
2766	15618	0	2181	766282.7208	4334151.49	2	1	18	11.59541058	1	0.702702703	14.7817455	50.10602597	33.367572	6.46299	1	0.741176471	13.8304013	121.4136047	78.243084	7.384716	1	0.710382514	13.53022813	254.816132	163.745442	10.908	1	0.686046512	13.85215132	369.5028292	239.654214	14.349474	1	9	6.46299	39.830562	85.6278	174.653442	254.003688	6.46299	1	7.384716	1	10.908	1	14.349474	1
2767	15619	0	2172	766276.7279	4334142.984	2	1	16	13.73518023	1	0.833333333	14.1110754	81.45064537	53.214678	4.025052	1	0.703296703	15.62465584	151.0893135	102.524292	9.293616	1	0.610526316	14.9787548	307.5036269	205.577622	12.031524	1	0.631399317	14.41845664	445.0661823	293.665176	17.954568	1	9	6.46299	57.23973	111.817908	217.609146	311.619744	4.025052	1	9.293616	1	12.031524	1	17.954568	1
2768	15620	0	2172	766274.1353	4334139.557	2	1	14	14.06916274	1	0.833333333	14.92328869	80.19404093	53.443746	2.257956	1	0.639175258	15.59927883	156.6703508	106.173018	10.269882	1	0.592391304	15.61615182	316.8721936	215.465724	13.629546	1	0.61237785	14.87462983	488.0241748	327.02184	18.794484	1	1	0.921726	55.701702	116.4429	229.09527	345.816324	2.257956	1	10.269882	1	13.629546	1	18.794484	1
2769	15621	0	2172	766276.7527	4334140.056	2	1	7	12.37922586	1	0.85106383	14.92328869	80.19404093	53.443746	1.816182	1	0.666666667	15.76763841	151.6158165	103.05333	9.293616	1	0.594285714	15.51440538	300.192657	203.477832	11.393406	1	0.604982206	14.92092981	446.1861325	298.704672	18.658134	1	1	0.921726	55.259928	112.346946	214.871238	317.362806	1.816182	1	9.293616	1	11.393406	1	18.658134	1
2770	15622	0	2172	766276.6632	4334139.545	2	1	12	12.09272861	1	0.85106383	14.92328869	80.19404093	53.443746	1.816182	1	0.659090909	15.76945388	147.523494	100.364508	9.293616	1	0.591954023	15.58137416	300.5662834	203.914152	11.393406	1	0.597864769	14.91310865	447.2955049	299.604582	18.390888	1	1	0.921726	55.259928	109.658124	215.307558	317.99547	1.816182	1	9.293616	1	11.393406	1	18.390888	1
2771	15623	0	2172	766276.3912	4334138.527	2	1	9	11.64412365	1	0.85106383	14.92328869	80.19404093	53.443746	1.816182	1	0.648351648	15.86182217	154.4547156	105.660342	9.293616	1	0.585798817	15.80989256	295.7510772	201.759822	12.969612	1	0.586330935	14.92961629	442.6937161	296.621244	17.867304	1	1	0.921726	55.259928	114.953958	214.729434	314.488548	1.816182	1	9.293616	1	12.969612	1	17.867304	1
2772	15624	0	2172	766279.9139	4334136.491	2	1	21	7.633110586	1	0.974358974	15.77806605	75.65246624	51.59484	0.921726	1	0.716216216	15.66327665	133.4431192	90.989082	4.946778	1	0.578947368	16.09418303	271.8506434	186.477714	11.393406	1	0.583673469	15.20036719	401.9377612	270.932904	16.885584	1	1	0.921726	52.516566	95.93586	197.87112	287.818488	0.921726	1	4.946778	1	11.393406	1	16.885584	1
2773	15625	0	2172	766283.4041	4334134.956	2	1	7	4.18575999	1	0.973684211	15.7720245	73.52622483	50.198616	0.921726	1	0.818181818	16.05871579	104.3860247	71.731008	2.737908	1	0.601503759	16.19871075	234.5686022	161.716554	11.393406	1	0.578199052	15.74301087	364.5531449	248.718762	16.051122	1	1	0.921726	51.120342	74.468916	173.10996	264.769884	0.921726	1	2.737908	1	11.393406	1	16.051122	1
2774	15626	0	2172	766280.9364	4334135.055	2	1	15	5.924898477	1	0.974358974	15.77806605	75.65246624	51.59484	0.921726	1	0.71875	15.84886244	118.2492905	80.82828	3.179682	1	0.585034014	16.10228135	261.4608122	179.594766	11.393406	1	0.587719298	15.45367013	386.3371422	261.802908	16.051122	1	1	0.921726	52.516566	84.007962	190.988172	277.85403	0.921726	1	3.179682	1	11.393406	1	16.051122	1
2775	15627	0	2172	766283.1701	4334133.919	2	1	24	3.502346255	1	0.973684211	15.7720245	73.52622483	50.198616	0.921726	1	0.818181818	16.10243651	106.9043537	73.536282	2.192508	1	0.585185185	16.22960258	239.508575	165.207114	11.393406	1	0.583732057	15.9711278	369.2065319	253.196496	16.051122	1	1	0.921726	51.120342	75.72879	176.60052	269.247618	0.921726	1	2.192508	1	11.393406	1	16.051122	1
2776	15628	0	2172	766274.5944	4334133.422	2	1	14	11.18052828	1	0.816326531	16.00132973	96.0292007	65.633436	1.843452	1	0.644444444	16.31183464	166.1451352	114.64308	5.29038	1	0.54491018	16.33335763	294.9803806	203.701446	16.051122	1	0.541044776	15.35485434	439.6012593	298.328346	18.832662	1	1	0.921726	67.476888	119.93346	219.752568	317.161008	1.843452	1	5.29038	1	16.051122	1	18.832662	1
2777	15629	0	2172	766275.1889	4334132.733	2	1	17	10.48590603	1	0.829787234	16.08657135	92.68567069	63.51183	1.843452	1	0.651685393	16.20416613	166.5241258	114.566724	4.74498	1	0.539393939	16.47615757	294.6223644	204.317748	16.051122	1	0.541984733	15.48155077	436.0917974	296.735778	18.565416	1	1	0.921726	65.355282	119.311704	220.36887	315.301194	1.843452	1	4.74498	1	16.051122	1	18.565416	1
2778	15630	0	2171	766269.7871	4334132.197	2	0	10	13.3734193	1	0.7	15.88856282	112.9505672	77.103198	2.48157	1	0.548672566	15.91866956	200.2380659	136.824498	6.266646	1	0.549222798	16.1027007	338.6987849	233.343936	16.187472	1	0.563333333	15.50383247	505.3135764	344.785518	19.274436	1	4	2.04525	79.584768	143.091144	249.531408	364.059954	2.48157	1	6.266646	1	16.187472	1	19.274436	1
2779	15631	0	2171	766268.4191	4334132.885	2	0	7	14.11752873	1	0.709677419	15.74965791	115.318617	78.466698	2.48157	1	0.551724138	15.85225907	204.8234162	139.796928	6.266646	1	0.550505051	16.02100556	342.0964047	235.181934	16.541982	1	0.566455696	15.43692201	530.8118057	361.311138	19.410786	1	4	2.04525	80.948268	146.063574	251.723916	380.721924	2.48157	1	6.266646	1	16.541982	1	19.410786	1
2780	15632	0	2171	766267.9256	4334133.281	2	0	10	14.56320639	1	0.709677419	15.74965791	115.318617	78.466698	2.48157	1	0.547826087	15.70678103	199.9482031	135.897318	6.266646	1	0.550505051	16.02100556	342.0964047	235.181934	16.541982	1	0.571875	15.42035129	537.7125623	365.723424	19.410786	1	4	2.04525	80.948268	142.163964	251.723916	385.13421	2.48157	1	6.266646	1	16.541982	1	19.410786	1
2781	15633	0	2171	766266.5601	4334132.936	2	0	16	14.02534963	1	0.71875	15.79842283	122.1478603	83.03715	1.559844	1	0.533333333	16.02914013	214.6796213	147.138012	7.842852	1	0.539215686	15.89476889	349.8119239	239.75784	16.541982	1	0.575384615	15.34493072	542.7518351	368.575866	19.410786	1	6	1.96344	84.596994	154.980864	256.299822	387.986652	1.559844	1	7.842852	1	16.541982	1	19.410786	1
2782	15634	0	2171	766264.1468	4334136.254	2	0	16	10.78438617	1	0.634920635	15.59352092	111.8505289	75.59244	1.96344	1	0.590163934	16.07764724	222.3125033	152.259318	6.266646	1	0.569444444	15.72072849	363.2284618	248.015196	16.93467	1	0.583098592	15.11737516	578.6651916	391.37904	20.687022	1	6	1.96344	77.55588	158.525964	264.949866	412.066062	1.96344	1	6.266646	1	16.93467	1	20.687022	1
2783	15635	0	2171	766267.5692	4334140.598	2	0	15	13.93512744	1	0.701492537	15.01952752	106.7610645	71.360136	3.29967	1	0.616071429	15.70573821	186.4793687	126.461898	10.466226	1	0.585152838	15.21296629	371.8102556	249.924096	16.678332	1	0.596541787	14.70149608	539.7306236	360.711198	20.687022	1	9	6.46299	74.659806	136.928124	266.602428	381.39822	3.29967	1	10.466226	1	16.678332	1	20.687022	1
2784	15636	0	2181	766263.4822	4334145.984	2	0	11	9.804480378	1	0.686567164	14.09429398	95.8418311	61.755642	4.221396	1	0.698275862	14.92489448	184.5547423	122.704092	8.42643	1	0.631386861	14.6717163	429.4734458	285.287832	16.585614	1	0.651933702	14.55064817	559.5108743	372.977244	19.49805	1	9	6.46299	65.977038	131.130522	301.873446	392.475294	4.221396	1	8.42643	1	16.585614	1	19.49805	1
2785	15637	0	2181	766263.2141	4334146.955	2	0	10	9.11987601	1	0.671428571	13.89433811	93.64429499	60.015816	6.697512	1	0.691666667	14.55229297	182.5235081	120.118896	8.622774	1	0.651685393	14.52525808	412.4186939	272.716362	15.009408	1	0.657534247	14.49539804	561.1015838	373.588092	19.49805	1	9	6.46299	66.713328	128.74167	287.72577	393.086142	6.697512	1	8.622774	1	15.009408	1	19.49805	1
2786	15638	0	2181	766262.4409	4334148.681	2	0	13	8.279574446	1	0.642857143	13.6028072	86.92980774	55.505358	8.42643	1	0.687022901	14.01414986	183.845513	118.8972	9.969912	1	0.67032967	14.36430762	414.9286031	273.458106	15.009408	1	0.662087912	14.32881066	547.6481746	362.810988	19.896192	1	9	6.46299	63.931788	128.867112	288.467514	382.70718	8.42643	1	9.969912	1	15.009408	1	19.27989	1
2787	15639	0	2181	766265.0409	4334150.292	2	0	9	5.343741199	1	0.693333333	14.03566885	99.29084455	64.46628	8.42643	1	0.680555556	13.97463139	204.5047573	132.074064	9.969912	1	0.696296296	14.15188045	405.2954725	265.429818	13.422294	1	0.679886686	14.2960338	532.7467761	352.235682	18.70722	1	9	6.46299	72.89271	142.043976	278.852112	370.942902	8.42643	1	9.969912	1	13.422294	1	18.090918	1
2788	15640	0	2172	766270.7938	4334142.262	2	1	15	12.30258301	1	0.813559322	14.83178405	99.44060851	65.987946	1.778004	1	0.647619048	15.51282461	171.0114817	115.499358	10.269882	1	0.599078341	15.12804993	353.4159337	237.156282	15.173028	1	0.633633634	14.60686634	514.018797	342.118512	19.49805	1	9	6.46299	67.76595	125.76924	252.32931	361.616562	1.778004	1	10.269882	1	15.173028	1	19.49805	1
2789	15641	0	2175	766171.5383	4334164.986	2	0	22	4.847380766	1	0.75862069	15.77973384	43.86501911	29.877012	3.539646	1	0.879310345	14.81520152	91.23216511	61.052076	3.539646	1	0.918918919	14.23366159	232.6706331	153.590094	5.20857	1	0.861924686	14.4354136	382.490334	253.441926	8.786394	1	3	1.778004	33.416658	64.591722	158.798664	262.22832	1.778004	1	1.778004	1	3.446928	1	6.479352	1
2790	15642	0	2178	766183.0715	4334163.934	2	0	26	7.311241634	1	0.588235294	19.1546339	27.47766237	20.010726	3.539646	1	0.816666667	16.63212106	111.1283283	76.945032	5.20857	1	0.757961783	15.41291572	265.319719	178.798482	10.591668	1	0.773109244	14.96787257	393.4732193	262.708272	14.114952	1	3	1.778004	23.550372	82.153602	189.39015	276.823224	1.778004	1	3.446928	1	8.830026	1	11.80791	1
2791	15643	0	2178	766184.3131	4334147.901	2	0	23	20.91362423	1	1	16.06704702	41.29670113	28.159002	0	0	0.884615385	14.13444759	75.35419795	50.12226	2.879712	1	0.9140625	13.89994005	192.9184335	126.45099	3.98142	1	0.836134454	14.13972483	363.0991129	239.89419	12.140604	1	3	1.778004	28.159002	53.001972	130.43241	252.034794	0	0	1.778004	1	2.219778	1	10.378962	1
2792	15644	0	2178	766183.1899	4334148.213	2	0	19	20.19735733	1	1	15.69277407	37.75192835	25.519266	0	0	0.872727273	13.93885457	76.7946846	50.864004	3.539646	1	0.913385827	13.84760999	190.0000236	124.454826	3.98142	1	0.838983051	14.05493808	355.1717047	234.871056	12.140604	1	3	1.778004	25.519266	54.40365	128.436246	247.01166	0	0	1.778004	1	2.219778	1	10.378962	1
